Node,Mapping,Goldlabel,Predict,L1 confidence,L2confidence
N1176,tanti->tantI,-,L2,0.05,0.056
N1175,KyAti->KyAtI,-,L1,0.034,0.03
N1174,KyAti->KyAta,-,L2,0.05,0.057
N1173,paripuzwi->paripuzwa,-,L2,0.051000000000000004,0.057
N1172,sAhaYji->sAhaYja,-,L2,0.051000000000000004,0.058
N1171,mfji->mfj,-,L1,0.033,0.028
N1170,mfji->mfjA,-,L1,0.034,0.03
N1179,nandi->nandA,-,L2,0.05,0.057
N1178,nandi->nanda,-,L2,0.05,0.057
N511,dadi->dad,-,L2,0.05,0.057
N510,dadi->dadA,-,L2,0.05,0.057
N513,pratiniDi->pratiniDA,-,L2,0.051000000000000004,0.057
N1285,mAli->mali,-,L2,0.051000000000000004,0.056
N1284,mAli->malA,-,L2,0.051000000000000004,0.056
N1287,naSi->naS,-,L1,0.37,0.042
N512,mahAboDi->mahAboDa,-,L2,0.05,0.056
N1281,mAli->mAla,-,L2,0.037,0.373
N1280,mAli->mal,-,L1,0.374,0.042
N1283,mAli->mAlA,-,L1,0.036000000000000004,0.031
N1282,mAli->mala,-,L2,0.05,0.061
N1003,akzAnti->akzAnta,-,L2,0.05,0.056
N1289,SAli->Sal,-,L1,0.374,0.041
N1288,naSi->naSa,-,L2,0.05,0.056
N514,zaqviMSati->zaqviMSat,-,L2,0.051000000000000004,0.056
N1579,vAli->vAla,-,L2,0.051000000000000004,0.057
N1578,asi->asI,-,L2,0.051000000000000004,0.057
N689,sOcitti->sucitta,-,L2,0.051000000000000004,0.061
N688,jvaliti->jvalita,-,L2,0.051000000000000004,0.057
N685,mili->mil,L1,L1,0.036000000000000004,0.031
N684,nirfti->nirfta,-,L2,0.051000000000000004,0.057
N687,dOHzanti->duHzanta,-,L2,0.05,0.061
N686,mili->milA,-,L1,0.037,0.033
N681,samiti->samit,-,L2,0.051000000000000004,0.057
N680,samiti->samitA,-,L2,0.051000000000000004,0.057
N683,sunABi->sunABa,-,L2,0.051000000000000004,0.057
N682,samunnati->samunnata,-,L2,0.051000000000000004,0.058
N458,ganDayukti->ganDayuktA,-,L2,0.051000000000000004,0.056
N1226,spfzwi->spfzwa,-,L2,0.051000000000000004,0.057
N621,Ayati->Ayat,-,L2,0.05,0.056
N873,Api->ApA,-,L1,0.034,0.03
N1224,svaBAvokti->svaBAvokta,-,L2,0.051000000000000004,0.057
N1223,vidruti->vidruta,-,L2,0.051000000000000004,0.058
N1222,anAvfti->anAvft,-,L2,0.05,0.056
N1221,anAvfti->anAvfta,-,L2,0.05,0.056
N1220,vraji->vraja,-,L2,0.051000000000000004,0.057
N407,ekaBakti->ekaBakta,-,L2,0.05,0.056
N406,sakti->sakta,-,L2,0.051000000000000004,0.057
N405,DOti->DOtI,-,L1,0.033,0.029
N1372,praci->praca,-,L2,0.05,0.057
N1375,rOdri->rOdrA,-,L2,0.04,0.041
N1374,rOdri->rudra,-,L2,0.05,0.061
N1377,rOdri->rOdrI,-,L2,0.039,0.04
N400,prARapati->prARapata,-,L2,0.051000000000000004,0.058
N1379,Kili->Kila,-,L2,0.051000000000000004,0.056
N1378,rOdri->rudrI,-,L2,0.04,0.041
N1219,vraji->vraj,-,L1,0.432,0.037
N1342,sugati->sugata,-,L2,0.051000000000000004,0.057
N409,ozaDi->ozaDa,-,L2,0.05,0.056
N408,anurakti->anurakta,-,L2,0.051000000000000004,0.057
N453,cilli->cill,L1,L1,0.035,0.03
N454,cilli->cilla,-,L2,0.051000000000000004,0.056
N2148,pakzati->pakza,-,L2,0.036000000000000004,0.376
N455,cilli->cillA,-,L1,0.036000000000000004,0.032
N1346,prajYapti->prajYapta,-,L2,0.051000000000000004,0.057
N1347,pracyuti->pracyuta,-,L2,0.051000000000000004,0.057
N379,miSi->miSI,-,L1,0.035,0.031
N378,AjAti->ajAti,-,L2,0.05,0.056
N371,Sasi->Sas,L1,L2,0.051000000000000004,0.057
N370,anugupti->anugupta,-,L2,0.05,0.057
N373,Sasi->SasA,-,L2,0.051000000000000004,0.057
N372,Sasi->Sasa,-,L2,0.051000000000000004,0.057
N375,cEtraseni->citrasenA,-,L2,0.051000000000000004,0.058
N374,cEtraseni->citrasena,-,L2,0.051000000000000004,0.061
N377,AjAti->ajAta,-,L2,0.05,0.061
N376,AjAti->AjAta,-,L2,0.05,0.057
N2295,vikrAnti->vikrAnta,-,L2,0.051000000000000004,0.057
N393,viSi->viS,-,L1,0.035,0.032
N392,viSi->viSI,-,L1,0.035,0.032
N391,viSi->viSa,-,L2,0.05,0.056
N390,UnatriMSati->UnatriMSat,-,L2,0.051000000000000004,0.057
N397,Ottami->uttam,-,L2,0.05,0.056
N396,Ottami->uttamA,-,L2,0.05,0.056
N395,Ottami->Ottama,-,L2,0.05,0.057
N394,Ottami->uttama,-,L2,0.037,0.367
N399,padi->pad,-,L2,0.05,0.057
N398,padi->pada,-,L2,0.05,0.057
N895,kAkzi->kakzI,-,L2,0.05,0.056
N2309,kAmandaki->kamandaka,-,L2,0.05,0.061
N2308,kAmandaki->kAmandaka,-,L2,0.05,0.057
N2301,pawwi->pawwa,-,L2,0.05,0.056
N2300,tvazwi->tvazwA,-,L2,0.05,0.056
N2303,kApoti->kapota,-,L2,0.05,0.061
N2302,kApoti->kApota,-,L2,0.05,0.057
N2305,kApoti->kapotI,-,L2,0.05,0.056
N2304,kApoti->kApotI,-,L1,0.036000000000000004,0.033
N2307,saMSri->saMSrI,-,L2,0.051000000000000004,0.058
N2306,mAnonnati->mAnonnata,-,L2,0.05,0.057
N245,AruRi->aruRa,-,L2,0.051000000000000004,0.061
N244,AruRi->AruRa,-,L2,0.051000000000000004,0.057
N247,AruRi->aruRi,-,L2,0.051000000000000004,0.057
N246,AruRi->aruRA,-,L2,0.051000000000000004,0.057
N241,nirvfti->nirvft,-,L2,0.04,0.041
N240,nirvfti->nirvfta,-,L2,0.051000000000000004,0.057
N243,aYci->aYc,-,L2,0.05,0.056
N242,aYci->aYca,-,L2,0.05,0.056
N249,AruRi->aruRI,-,L2,0.051000000000000004,0.057
N248,AruRi->AruRI,-,L1,0.041,0.04
N2275,vITi->vITI,-,L1,0.033,0.029
N2274,KAti->KAt,-,L1,0.034,0.03
N2277,vaci->vaca,-,L2,0.05,0.056
N2276,vaci->vac,-,L1,0.372,0.042
N2271,sajAti->samAna,-,L2,0.038,0.34500000000000003
N2270,prABaYjani->praBaYjana,-,L2,0.038,0.353
N2273,KAti->KAta,-,L2,0.05,0.057
N2272,sajAti->sajAta,-,L2,0.051000000000000004,0.057
N2279,aNguli->aNgula,-,L2,0.051000000000000004,0.056
N2278,vaci->vacA,-,L2,0.05,0.056
N2337,nABi->naBA,-,L2,0.05,0.056
N2198,aratni->aratna,-,L2,0.051000000000000004,0.057
N2459,malli->mall,-,L1,0.374,0.042
N2458,jAsi->jasi,-,L2,0.051000000000000004,0.057
N2455,nAndini->nAndin,-,L2,0.037,0.037
N2454,nAndini->nandinI,-,L2,0.05,0.057
N2457,jAsi->jas,-,L1,0.35000000000000003,0.043000000000000003
N2456,nAndini->nandin,-,L2,0.05,0.057
N2451,mayati->mayatA,-,L2,0.05,0.056
N2450,Ani->anI,-,L2,0.05,0.056
N2453,nAndini->nandina,-,L2,0.05,0.061
N2452,manogati->manogata,-,L2,0.05,0.056
N179,Cardi->Card,-,L2,0.051000000000000004,0.057
N178,Cardi->Carda,-,L2,0.051000000000000004,0.057
N177,Sadi->Sad,-,L2,0.05,0.057
N176,Sadi->Sada,-,L2,0.05,0.057
N175,bakAri->bakAra,-,L2,0.051000000000000004,0.057
N174,jAmi->jAmI,-,L1,0.034,0.03
N173,jAmi->jAmA,-,L1,0.034,0.03
N172,jAmi->jam,L1,L2,0.05,0.056
N171,dvAtriMSati->dvAtriMSat,-,L2,0.051000000000000004,0.057
N170,sapatrAkfti->sapatra,-,L2,0.039,0.335
N2051,suganDi->suganDA,-,L2,0.051000000000000004,0.057
N1502,Sami->Sama,-,L2,0.05,0.056
N2053,prApti->prAptA,-,L1,0.04,0.039
N2052,prApti->prApta,-,L2,0.051000000000000004,0.058
N2055,aparyApti->aparyApta,-,L2,0.051000000000000004,0.057
N2054,aparyApti->pari,-,L2,0.038,0.358
N1503,Sami->SamA,-,L2,0.05,0.056
N2059,Ahi->aha,-,L2,0.05,0.061
N2058,Ahi->Aha,-,L2,0.05,0.057
N1500,kAdi->kadA,-,L2,0.05,0.057
N1501,Sami->Sam,-,L1,0.375,0.041
N1227,aSri->aSrI,-,L2,0.051000000000000004,0.057
N1977,avaDi->avaDa,-,L2,0.05,0.056
N1976,kiri->kir,-,L1,0.04,0.039
N659,saMtuzwi->saMtuzwa,-,L2,0.051000000000000004,0.057
N1975,kiri->kira,-,L2,0.051000000000000004,0.057
N2405,dvyaSIti->dvyaSIta,-,L2,0.05,0.057
N1974,kAnti->kAntI,-,L1,0.036000000000000004,0.034
N1973,kAnti->kanti,-,L2,0.05,0.057
N1972,kAnti->kAntA,-,L1,0.036000000000000004,0.034
N1971,kAnti->kanta,-,L2,0.05,0.061
N1970,kAnti->kAnta,-,L2,0.05,0.057
N1968,budDi->budDi,-,L2,0.007,0.857
N1969,budDi->budDa,-,L2,0.05,0.057
N1618,pAci->paci,-,L2,0.05,0.056
N1619,pAci->pAcI,-,L1,0.034,0.03
N1616,pAci->paca,-,L2,0.05,0.061
N1617,pAci->pAcA,-,L1,0.034,0.03
N1614,virati->virata,-,L2,0.051000000000000004,0.057
N1615,pAci->pac,-,L1,0.376,0.041
N1612,uttarAhi->uttarAha,-,L2,0.051000000000000004,0.057
N1613,apracyuti->apracyuta,-,L2,0.051000000000000004,0.057
N1610,vartani->vartana,-,L2,0.051000000000000004,0.057
N1611,vartani->vartanI,-,L2,0.051000000000000004,0.057
N1985,suraBi->suraBi,-,L2,0.039,0.333
N1768,SAKi->SAK,-,L1,0.928,0.003
N1769,SAKi->SAKa,-,L2,0.05,0.057
N1762,dami->dama,-,L2,0.05,0.057
N1763,dami->dam,-,L2,0.05,0.057
N1760,kApAli->kApAlI,-,L1,0.037,0.033
N1761,kApAli->kapAlI,-,L2,0.051000000000000004,0.056
N1766,kzEmi->kzema,-,L2,0.05,0.061
N1767,kzEmi->kzemA,-,L1,0.035,0.032
N1764,sanABi->sanABa,-,L2,0.051000000000000004,0.057
N1765,gupi->gup,-,L1,0.926,0.004
N1142,OttAnapAdi->OttAnapAda,-,L2,0.05,0.057
N1143,OttAnapAdi->uttAnapAda,-,L2,0.05,0.061
N1140,pAwali->pAwalA,-,L2,0.051000000000000004,0.056
N1141,pAwali->pAwalI,-,L2,0.051000000000000004,0.056
N1146,vami->vam,-,L1,0.37,0.042
N1147,vami->vama,-,L2,0.05,0.056
N1144,trapi->trapA,-,L2,0.051000000000000004,0.057
N1145,trapi->trap,-,L2,0.051000000000000004,0.057
N1148,vami->vamI,-,L2,0.05,0.056
N1149,kili->kil,-,L1,0.902,0.005
N2402,avanati->avanata,-,L2,0.05,0.057
N692,krAnti->krAntA,-,L1,0.041,0.04
N693,mahAbudDi->mahAbudDa,-,L2,0.05,0.057
N690,Aqi->AqI,-,L1,0.033,0.029
N691,krAnti->krAnta,-,L2,0.051000000000000004,0.058
N696,hiNguli->hiNgula,-,L2,0.051000000000000004,0.057
N697,hiNguli->hiNgulA,-,L1,0.039,0.035
N694,arUQi->arUQa,-,L2,0.051000000000000004,0.057
N695,anukti->anukta,-,L2,0.05,0.057
N698,hiNguli->hiNgulI,-,L1,0.038,0.033
N699,nAmi->nam,L2,L2,0.05,0.056
N1548,BEmi->BIma,-,L2,0.05,0.061
N1549,BEmi->BImA,-,L1,0.034,0.031
N542,anativftti->anativftta,-,L2,0.05,0.057
N543,laddi->laddI,-,L2,0.051000000000000004,0.057
N540,Gfzwi->Gfzwa,-,L2,0.05,0.056
N541,bandi->bandI,-,L2,0.05,0.057
N546,gadi->gadA,-,L2,0.05,0.057
N547,BaYji->BaYja,-,L2,0.05,0.056
N544,gadi->gad,L1,L2,0.05,0.057
N545,gadi->gada,-,L2,0.05,0.057
N548,BaYji->BaYjA,-,L2,0.05,0.056
N549,BaYji->BaYjI,-,L2,0.05,0.056
N1782,niri->nir,-,L1,0.04,0.039
N1783,ekanavati->ekanavata,-,L2,0.05,0.057
N1784,jAjali->jAjala,-,L2,0.05,0.057
N1785,pAli->pAl,-,L1,0.909,0.004
N1786,pAli->pAla,-,L2,0.051000000000000004,0.057
N2388,Sri->SrI,-,L1,0.039,0.037
N1787,pAli->pala,-,L2,0.05,0.061
N414,vAdi->vadi,-,L2,0.05,0.057
N415,vAdi->vAdI,-,L1,0.035,0.035
N416,vAdi->vad,-,L2,0.05,0.057
N417,vAwi->vAwa,L1,L2,0.05,0.057
N1388,sani->sanA,-,L2,0.047,0.05
N411,nisfzwi->nisfzwa,-,L2,0.051000000000000004,0.057
N412,vAdi->vAda,-,L2,0.05,0.057
N413,vAdi->vada,-,L2,0.05,0.061
N1384,sravati->sravat,-,L2,0.051000000000000004,0.058
N1385,nazwi->nazwa,-,L2,0.05,0.056
N1386,sani->san,-,L1,0.34500000000000003,0.044
N1387,sani->sana,-,L2,0.051000000000000004,0.057
N1380,Kili->KilI,-,L1,0.034,0.028
N419,vAwi->vawi,-,L2,0.05,0.057
N1382,saMgati->saMgat,-,L2,0.051000000000000004,0.057
N1383,Rini->Rin,-,L1,0.035,0.032
N2446,Ani->ana,-,L2,0.05,0.061
N2438,parizwuti->parizwuta,-,L2,0.051000000000000004,0.057
N368,agni->agnA,-,L2,0.05,0.056
N369,mAkuli->makula,-,L2,0.051000000000000004,0.061
N366,vAri->varI,-,L2,0.051000000000000004,0.057
N367,vAri->vAr,-,L1,0.039,0.039
N364,vAri->varA,-,L2,0.051000000000000004,0.057
N365,vAri->vArI,-,L1,0.039,0.039
N362,vAri->vAra,-,L2,0.051000000000000004,0.057
N363,vAri->vArA,-,L1,0.039,0.039
N360,vAri->vara,L1,L2,0.051000000000000004,0.061
N380,miSi->miS,-,L1,0.035,0.031
N381,avasiti->avasita,-,L2,0.051000000000000004,0.058
N382,sOtrAmaRi->sOtrAmaRa,-,L2,0.051000000000000004,0.058
N383,sOtrAmaRi->sOtrAmaRI,-,L2,0.051000000000000004,0.058
N384,ucci->ucca,-,L2,0.05,0.056
N385,ucci->uccA,-,L1,0.035,0.032
N386,niSciti->niScita,-,L2,0.05,0.057
N387,niSciti->niScitA,-,L1,0.037,0.034
N388,quli->qula,-,L2,0.051000000000000004,0.056
N389,quli->qulI,-,L1,0.036000000000000004,0.031
N2190,Dfzwi->DfzwA,-,L1,0.033,0.029
N2191,viBUti->viBUta,-,L2,0.05,0.057
N258,aDIti->aDIta,-,L2,0.05,0.056
N259,sahi->sah,L1,L2,0.051000000000000004,0.057
N2194,parisruti->parisruta,-,L2,0.051000000000000004,0.058
N2195,parisruti->parisrut,-,L2,0.051000000000000004,0.058
N2196,asTi->asTa,-,L2,0.051000000000000004,0.057
N2197,asTi->asTA,-,L2,0.051000000000000004,0.057
N252,raBi->raBa,-,L2,0.051000000000000004,0.057
N253,vyaDi->vyaDa,-,L2,0.05,0.056
N250,saptati->saptata,-,L2,0.051000000000000004,0.057
N251,raBi->raB,L1,L2,0.051000000000000004,0.057
N256,pramati->pramata,-,L2,0.051000000000000004,0.057
N257,snAti->snAta,-,L2,0.051000000000000004,0.058
N254,vyaDi->vyaDA,-,L2,0.05,0.056
N255,vyaDi->vyaD,-,L2,0.05,0.056
N2200,Arti->Arta,-,L2,0.051000000000000004,0.058
N2201,Arti->arti,-,L2,0.051000000000000004,0.057
N2202,skandi->skanda,-,L2,0.051000000000000004,0.058
N2203,skandi->skand,-,L2,0.051000000000000004,0.058
N2204,pariDi->pariDA,-,L2,0.051000000000000004,0.057
N2205,Salmali->Salmala,-,L2,0.051000000000000004,0.056
N2206,Salmali->SalmalI,-,L2,0.051000000000000004,0.056
N2207,viruti->viruta,-,L2,0.051000000000000004,0.057
N2208,mati->mata,-,L2,0.05,0.056
N2209,mati->mat,-,L2,0.05,0.056
N1679,vAruRi->vAruRI,-,L1,0.041,0.041
N2428,upaSri->upaSrI,-,L2,0.051000000000000004,0.057
N2429,upaciti->upacita,-,L2,0.05,0.057
N2400,SOri->SUrA,-,L1,0.04,0.038
N2420,kAramBi->karamBA,-,L2,0.051000000000000004,0.057
N2421,kAramBi->karamBi,-,L2,0.051000000000000004,0.057
N2422,kAramBi->karamBI,-,L2,0.051000000000000004,0.057
N2423,pratIti->pratIta,-,L2,0.051000000000000004,0.057
N2424,samutTiti->samutTita,-,L2,0.051000000000000004,0.058
N1849,gAnDAri->ganDAra,-,L2,0.051000000000000004,0.061
N2426,udeji->udej,-,L1,0.036000000000000004,0.035
N2427,Danuzkowi->DanuzkowI,-,L2,0.051000000000000004,0.056
N2432,anDakAri->anDakArI,-,L2,0.051000000000000004,0.057
N1848,gAnDAri->gAnDAra,-,L2,0.051000000000000004,0.057
N168,Bfzwi->Bfzwa,-,L2,0.05,0.056
N169,Bfzwi->BfzwI,-,L1,0.032,0.028
N164,hasti->hastA,-,L2,0.051000000000000004,0.057
N165,hasti->hastI,-,L2,0.051000000000000004,0.057
N166,vidraDi->vidraDa,-,L2,0.051000000000000004,0.057
N167,aduzwi->aduzwa,-,L2,0.05,0.057
N160,PAlguni->PalgunA,-,L2,0.051000000000000004,0.056
N161,PAlguni->PAlgunI,-,L1,0.038,0.035
N162,PAlguni->PalgunI,-,L2,0.051000000000000004,0.056
N163,hasti->hasta,-,L2,0.051000000000000004,0.057
N2518,nati->nata,-,L2,0.05,0.056
N2519,nati->natA,-,L2,0.05,0.056
N1842,dfSi->dfS,-,L1,0.035,0.033
N2514,samAhfti->samAhfta,-,L2,0.051000000000000004,0.057
N2515,DUrti->DUrta,-,L2,0.051000000000000004,0.057
N2516,DUrti->DUrtA,-,L1,0.039,0.039
N2517,nati->nat,-,L1,0.37,0.042
N2510,vidi->vidA,-,L2,0.036000000000000004,0.036000000000000004
N1841,dfSi->dfSA,-,L1,0.036000000000000004,0.034
N2512,sAndIpani->sandIpana,-,L2,0.038,0.342
N2513,smiti->smita,-,L2,0.051000000000000004,0.058
N1840,dfSi->dfSa,-,L2,0.05,0.057
N678,timi->tim,-,L1,0.034,0.031
N679,samiti->samita,-,L2,0.051000000000000004,0.058
N1814,namuci->namuca,-,L2,0.05,0.056
N1815,nIqi->nIqa,-,L2,0.05,0.056
N1816,liKi->liK,-,L1,0.9420000000000001,0.003
N1817,liKi->liKa,-,L2,0.051000000000000004,0.056
N1810,ahaMkfti->ahaMkfta,-,L2,0.05,0.056
N1811,ahaMkfti->ahaMkftA,-,L2,0.05,0.056
N1812,ahaMkfti->ahaMkft,-,L2,0.05,0.056
N1813,dAnavAri->dAnavAr,-,L2,0.051000000000000004,0.057
N1818,GfRi->GfRa,-,L2,0.05,0.056
N1819,GfRi->GfRA,-,L1,0.034,0.03
N670,hAni->han,L1,L2,0.05,0.056
N671,hAni->hAna,-,L2,0.05,0.057
N1609,pravfdDi->pravfdDa,-,L2,0.051000000000000004,0.057
N1608,vyApti->vyApta,-,L2,0.05,0.057
N1979,avaDi->avaDI,-,L2,0.05,0.056
N1978,avaDi->avaDA,-,L2,0.05,0.056
N1601,gAvalgaRi->gavalgaRa,-,L2,0.05,0.061
N1600,prasTiti->prasTita,-,L2,0.051000000000000004,0.058
N1603,tati->tat,-,L2,0.036000000000000004,0.375
N1602,saMSruti->saMSruta,-,L2,0.051000000000000004,0.058
N1605,tati->tatI,-,L2,0.05,0.056
N1604,tati->tata,-,L2,0.05,0.056
N1607,avyAkfti->avyAkfta,-,L2,0.05,0.056
