Node,Mapping,Goldlabel,Predict,L1 confidence,L2confidence
N3154,vEtaraRa->vEtaraRi,-,L2,0.039,0.053
N3238,kOzmARqa->kUzmARqa,-,L2,0.04,0.055
N1372,prOQa->prOQi,-,L2,0.027,0.039
N2737,grAmaRa->grAmaRi,-,L2,0.039,0.052000000000000005
N2038,DAna->DanA,-,L2,0.039,0.055
N2836,mAgaDa->mAgaDA,-,L2,0.03,0.041
N3159,vAtaGna->vAtaGnI,-,L2,0.039,0.054
N1001,SARa->SaR,-,L1,0.6890000000000001,0.019
N3158,vESvarUpa->viSvarUpI,-,L2,0.039,0.055
N1210,kAkza->kAkzi,-,L2,0.024,0.035
N3239,kOzmARqa->kUzmARqA,-,L2,0.021,0.038
N1375,mana->man,-,L1,0.536,0.029
N2688,Atmagupta->Atmagupti,-,L2,0.039,0.055
N2689,grAhaRa->grahaRa,-,L2,0.042,0.059000000000000004
N2684,sOparRa->sOparRI,-,L2,0.04,0.056
N2685,kAkatuRqa->kAkatuRqA,-,L2,0.039,0.055
N2686,kAkatuRqa->kAkatuRqI,-,L2,0.039,0.055
N2687,Atmagupta->AtmaguptA,-,L2,0.039,0.055
N2680,nArAca->nArAcI,-,L2,0.028,0.043000000000000003
N1655,rEvata->revati,-,L2,0.036000000000000004,0.049
N2682,sOparRa->suparRa,-,L2,0.041,0.057
N2683,sOparRa->suparRA,-,L2,0.041,0.057
N3391,dAraRa->daraRa,-,L2,0.038,0.054
N3390,Anandana->anandana,-,L2,0.033,0.049
N1374,Kana->Kan,-,L1,0.623,0.023
N99,sOSruta->suSruta,-,L2,0.04,0.055
N98,bArhiRa->barhiRa,-,L2,0.039,0.054
N3019,vEriYca->viriYca,-,L2,0.039,0.056
N91,vAma->vam,L1,L2,0.038,0.053
N90,cApa->capa,-,L2,0.038,0.054
N92,vAma->vama,-,L2,0.039,0.054
N94,vAma->vami,-,L2,0.039,0.054
N96,vAma->vamI,-,L2,0.039,0.054
N1623,pASupata->paSupati,-,L2,0.033,0.045
N1622,SEKa->SiKI,-,L2,0.021,0.036000000000000004
N1621,SEKa->SiKA,-,L2,0.022,0.038
N1620,SEKa->SiKa,-,L2,0.038,0.054
N1627,AdarSana->adarSana,-,L2,0.039,0.058
N1626,tATAgata->taTAgata,-,L2,0.039,0.056
N1625,AnadDa->anadDA,-,L2,0.038,0.057
N1624,tAlapattra->tAlapattrI,-,L2,0.039,0.056
N1999,Ena->ena,-,L2,0.039,0.056
N1998,tEraSca->tiraSc,-,L2,0.04,0.057
N1629,sAmaga->sAmagI,-,L2,0.04,0.056
N1377,krATana->kraTana,-,L2,0.041,0.056
N3208,Agamana->agamana,-,L2,0.038,0.052000000000000005
N3013,SApa->Sap,L1,L2,0.039,0.055
N2860,trEgarta->trigarta,-,L2,0.043000000000000003,0.063
N2861,trEgarta->trigartA,-,L2,0.043000000000000003,0.063
N2862,bAlAgra->balAgra,-,L2,0.039,0.057
N2863,Endradyumna->indradyumna,-,L2,0.037,0.053
N558,rADa->raDi,-,L2,0.039,0.057
N2866,nAga->nAga,-,L2,0.025,0.459
N2867,nAga->naga,-,L2,0.038,0.055
N555,sAdASiva->sadASivA,-,L2,0.04,0.057
N554,sAdASiva->sadASiva,-,L2,0.04,0.057
N550,yAta->yati,-,L2,0.039,0.056
N553,yAta->yat,-,L2,0.039,0.056
N552,yAta->yatI,-,L2,0.039,0.056
N2744,cyAvana->cyavanA,-,L2,0.038,0.051000000000000004
N1439,tAmravarRa->tAmravarRA,-,L2,0.04,0.056
N1199,kAliNga->kaliNga,-,L2,0.038,0.055
N1198,ARqakoSa->aRqakoSa,-,L2,0.038,0.054
N3348,sAra->sara,-,L2,0.04,0.056
N3349,sAra->sArA,-,L2,0.022,0.034
N1191,GAta->GAtI,-,L2,0.023,0.032
N1190,GAta->GAti,-,L2,0.023,0.033
N1193,tEryagyona->tEryagyoni,-,L2,0.039,0.054
N1192,tEryagyona->tiryagyona,-,L2,0.038,0.055
N1195,SAkunta->Sakunta,-,L2,0.038,0.055
N1194,tEryagyona->tiryagyoni,-,L2,0.038,0.055
N1197,sAnatsujAta->sanatsujAta,-,L2,0.04,0.055
N1196,SAkunta->Sakunti,-,L2,0.038,0.055
N1759,vEKAnasa->vEKAnasi,-,L2,0.041,0.055
N1758,vEKAnasa->viKAnasa,-,L2,0.04,0.056
N1757,dOhitrAyaRa->dOhitra,-,L2,0.028,0.39
N1756,kAmadeva->kAmadevI,-,L2,0.037,0.051000000000000004
N1755,Ana->anI,-,L2,0.034,0.048
N1754,Ana->AnI,-,L2,0.022,0.031
N1753,Ana->ani,-,L2,0.032,0.042
N1752,Ana->Ani,-,L2,0.022,0.032
N1751,Ana->anA,-,L2,0.032,0.042
N1750,Ana->ana,-,L2,0.032,0.042
N1177,BrASa->BrAS,L1,L2,0.027,0.038
N1176,prABfta->praBfti,-,L2,0.038,0.049
N1175,prABfta->praBfta,-,L2,0.038,0.049
N1174,sAYjana->saYjan,-,L2,0.038,0.05
N1173,sAYjana->saYjana,-,L2,0.038,0.05
N1172,Apavatsa->apavatsa,-,L2,0.04,0.056
N1171,sApatna->sapatnI,-,L2,0.038,0.051000000000000004
N1170,sApatna->sapatna,-,L2,0.038,0.051000000000000004
N1179,kAlana->kalana,-,L2,0.038,0.053
N1178,BrASa->BraS,-,L2,0.041,0.054
N511,vEBIta->viBIta,-,L2,0.034,0.048
N2964,mArza->marza,-,L2,0.033,0.045
N510,BrAma->Brami,-,L2,0.034,0.047
N513,nAgADipa->nagADipa,-,L2,0.034,0.048
N1285,vepa->vep,L1,-,-,-
N1284,nAkzatra->nakzatra,L2,L2,0.039,0.056
N1287,nESa->niS,L1,L2,0.022,0.038
N512,pAdAnta->padAnta,-,L2,0.034,0.049
N1281,lAlana->lalanA,-,L2,0.038,0.055
N1280,lAlana->lalana,-,L2,0.038,0.055
N1283,BAdra->BadrA,-,L2,0.037,0.053
N1282,BAdra->Badra,-,L2,0.037,0.053
N1003,SARa->SARi,-,L2,0.023,0.031
N879,svArTa->svArTI,-,L2,0.029,0.036000000000000004
N1289,nESa->niSA,-,L2,0.022,0.039
N1288,nESa->niSa,-,L2,0.039,0.055
N514,kOnda->kunda,-,L2,0.034,0.049
N3430,mArIca->marIcI,-,L2,0.039,0.056
N1579,mAza->mazi,-,L2,0.035,0.049
N1578,mAza->mAzi,-,L2,0.023,0.033
N689,pAdAta->padAti,-,L2,0.033,0.046
N3431,AmaRqa->amaRqa,-,L2,0.038,0.055
N685,tAna->tani,-,L2,0.034,0.048
N684,tAna->tanA,-,L2,0.034,0.048
N687,pAdAta->padAta,-,L2,0.034,0.049
N686,tAna->tan,-,L2,0.034,0.048
N683,tAna->tana,-,L2,0.034,0.048
N682,prAvfta->pravft,-,L2,0.035,0.048
N458,busa->bus,L1,-,-,-
N3433,grAsa->grAsI,-,L2,0.021,0.034
N1226,SOdra->SUdrA,-,L2,0.024,0.042
N873,dEva->dev,-,L2,0.02,0.033
N1224,ASvina->aSvin,-,L2,0.034,0.047
N1223,ASvina->aSvinI,-,L2,0.034,0.047
N1222,ASvina->ASvinI,-,L2,0.024,0.033
N2741,rAjayakzma->rAjayakzmA,-,L2,0.038,0.053
N1221,BOvana->BuvanA,-,L2,0.034,0.048
N2740,mAtaMga->mAtaMgI,-,L2,0.037,0.052000000000000005
N1220,BOvana->Buvana,-,L2,0.034,0.048
N2743,cyAvana->cyavana,-,L2,0.038,0.051000000000000004
N407,sAha->sahA,-,L2,0.041,0.056
N405,sAha->saha,-,L2,0.03,0.042
N404,sAha->sah,L1,L2,0.03,0.042
N403,sAwwa->saww,-,L2,0.03,0.042
N402,sAwwa->sawwa,-,L2,0.03,0.042
N401,svAtantra->svatantrA,-,L2,0.031,0.042
N400,svAtantra->svatantra,-,L2,0.031,0.042
N1379,svAna->svana,-,L2,0.044,0.055
N1378,svAna->svan,-,L1,0.715,0.016
N1342,pArizada->pArizad,-,L2,0.037,0.05
N409,sAha->sahi,-,L2,0.04,0.056
N2747,OrDvadeha->UrDvadeha,-,L2,0.037,0.053
N454,vAra->varI,-,L2,0.035,0.05
N2148,dvEDa->dviDA,-,L2,0.022,0.042
N2749,sOtra->sUtrA,-,L2,0.032,0.047
N1346,siva->siv,L1,-,-,-
N2748,sOtra->sUtra,-,L2,0.038,0.052000000000000005
N1347,sAmudra->samudra,-,L2,0.038,0.054
N3206,kOmAra->kumArI,-,L2,0.026000000000000002,0.044
N379,mETuna->miTunI,-,L2,0.023,0.039
N370,jyEzWa->jyezWA,-,L2,0.021,0.035
N372,BArata->Barata,-,L2,0.039,0.057
N375,BArata->Barat,-,L2,0.039,0.057
N374,BArata->BaratI,-,L2,0.039,0.057
N377,mETuna->miTuna,-,L2,0.039,0.057
N2295,vAMSa->vAMSI,-,L2,0.022,0.034
N3093,kOpa->kUpA,-,L2,0.02,0.036000000000000004
N3205,kOmAra->kOmArI,-,L2,0.027,0.042
N393,gAha->gahi,-,L2,0.039,0.056
N392,gAha->gaha,-,L2,0.039,0.056
N391,gAha->gAh,L1,-,-,-
N390,prAtijYa->pratijYA,-,L2,0.028,0.376
N396,Asa->asa,-,L2,0.031,0.041
N395,vESabda->viSabda,-,L2,0.039,0.057
N394,gAha->gah,-,L2,0.039,0.056
N399,Asa->asI,-,L2,0.031,0.041
N398,Asa->asi,-,L2,0.031,0.041
N895,sOpAra->supAra,-,L2,0.035,0.048
N2309,jvAlAjihva->jvAlAjihvA,-,L2,0.022,0.034
N2308,pEtAmaha->pitAmahI,-,L2,0.033,0.05
N2301,kArkowa->karkowa,-,L2,0.037,0.054
N2300,gAnDarva->ganDarvI,-,L2,0.037,0.054
N2303,DArAkadamba->DarAkadamba,-,L2,0.037,0.054
N2302,kArkowa->karkowI,-,L2,0.033,0.049
N2305,nAndana->nandanA,-,L2,0.037,0.055
N2304,nAndana->nandana,-,L2,0.037,0.054
N2307,pEtAmaha->pitAmaha,-,L2,0.037,0.053
N2306,pEjavana->pijavana,-,L2,0.037,0.054
N2746,nEDana->niDana,-,L2,0.036000000000000004,0.052000000000000005
N3203,kOmAra->kumAra,-,L1,0.549,0.028
N245,vyAsa->vyasi,-,L2,0.044,0.06
N244,DvAna->Dvan,-,L2,0.042,0.059000000000000004
N247,svApna->svapna,-,L2,0.045,0.061
N246,vyAsa->vyas,-,L2,0.045,0.059000000000000004
N240,PAlguna->PalgunI,-,L2,0.038,0.056
N243,DvAna->Dvani,-,L2,0.042,0.06
N242,DvAna->Dvana,-,L2,0.042,0.06
N249,rAmaWa->ramaWa,-,L2,0.039,0.056
N248,prAtihAra->pratihAra,-,L2,0.028,0.379
N2275,sAmanasa->sAmanasI,-,L2,0.039,0.055
N2274,dAtra->dAtrI,-,L2,0.027,0.045
N2277,sArvaguRa->sarvaguRa,-,L2,0.04,0.056
N2276,sAmanasa->samanas,-,L2,0.039,0.056
N2271,BAra->BArI,-,L2,0.026000000000000002,0.041
N2270,BAra->Bari,-,L2,0.031,0.043000000000000003
N2273,pArijAta->pArijAtA,-,L2,0.027,0.042
N2272,pArijAta->parijAta,-,L2,0.038,0.057
N2279,vyADa->vyADA,-,L2,0.022,0.035
N2278,vyADa->vyaDa,-,L2,0.04,0.058
N2337,hlAda->hlAd,-,L2,0.023,0.039
N2198,kOrma->kUrmi,-,L2,0.026000000000000002,0.043000000000000003
N2459,gAlana->galana,-,L2,0.039,0.057
N2458,tAmrapuzpa->tAmrapuzpI,-,L2,0.039,0.056
N2455,cAlana->cAlanI,-,L2,0.039,0.055
N2454,cAlana->calana,-,L2,0.039,0.057
N2457,dOrBrAtra->durBrAtf,-,L2,0.012,0.671
N2456,cAlana->calan,-,L2,0.039,0.056
N2451,pArRa->parRa,-,L2,0.039,0.057
N2450,cEtta->cittI,-,L2,0.02,0.037
N2453,pArRa->parR,-,L2,0.039,0.057
N2452,pArRa->parRI,-,L2,0.039,0.057
N179,kAkuda->kakuda,-,L2,0.033,0.046
N178,krOYcadAraRa->kroYcadAraRa,-,L2,0.034,0.046
N177,nyAsana->nyasana,-,L2,0.035,0.046
N176,mOca->moci,-,L2,0.02,0.033
N175,mOca->muci,-,L2,0.02,0.034
N174,mOca->mocA,-,L2,0.02,0.033
N173,mOca->moca,-,L2,0.031,0.041
N172,mOca->muca,-,L2,0.031,0.042
N171,mOca->muc,L1,L2,0.02,0.033
N170,vEhaMgama->vihaMgama,-,L2,0.031,0.042
N2051,SAkuna->Sakuna,L2,L2,0.038,0.054
N1502,BAga->BagI,-,L2,0.035,0.051000000000000004
N2053,SAkuna->Sakuni,-,L2,0.038,0.054
N2052,SAkuna->SAkuni,-,L2,0.024,0.038
N2055,SAkuna->SakunI,-,L2,0.038,0.054
N2054,SAkuna->SAkunI,-,L2,0.024,0.037
N2057,mAhiza->mahizi,-,L2,0.038,0.056
N1503,OttAnapAda->uttAnapAda,-,L2,0.021,0.548
N2059,DvANkza->DvANkzI,-,L2,0.023,0.035
N2058,mAhiza->mahizI,-,L2,0.038,0.055
N1500,BAga->BagA,-,L2,0.035,0.05
N1501,BAga->BAgI,-,L2,0.022,0.032
N1506,dvEjAta->dvijAti,-,L2,0.02,0.039
N2968,jApa->japA,-,L2,0.032,0.046
N1507,nEja->nij,L1,L2,0.02,0.036000000000000004
N1367,vARa->vaR,-,L1,0.5720000000000001,0.027
N1504,OttAnapAda->OttAnapAdi,-,L2,0.036000000000000004,0.05
N1505,vama->vam,L1,L1,0.095,0.05
N2157,mAdana->madana,-,L2,0.038,0.057
N3087,spArSana->sparSana,-,L2,0.036000000000000004,0.049
N1227,SOdra->SUdrI,-,L2,0.024,0.042
N3086,dvEDIkfta->dveDIkfta,-,L2,0.032,0.045
N1977,hEma->hima,-,L2,0.038,0.056
N3083,SvaBra->SvaBr,L1,-,-,-
N2699,sOra->sOri,-,L2,0.031,0.045
N1976,hEma->hema,-,L2,0.038,0.056
N2697,sOra->sora,-,L2,0.039,0.056
N2696,sOra->sUra,-,L2,0.039,0.056
N2695,sOra->sura,-,L2,0.039,0.057
N659,sOta->sUti,-,L2,0.027,0.038
N2693,AgAra->agAra,-,L2,0.037,0.056
N1975,hOtra->hotrI,-,L2,0.026000000000000002,0.044
N2691,grAhaRa->grahaRI,-,L2,0.039,0.06
N2690,grAhaRa->grahaRi,-,L2,0.039,0.06
N2405,kAraRa->kAraRA,-,L2,0.038,0.056
N1974,hOtra->hotrA,-,L2,0.027,0.045
N1973,hOtra->hotra,-,L2,0.039,0.056
N1972,AkAraRa->akAraRa,-,L2,0.039,0.056
N1971,kAyasTa->kayasTA,-,L2,0.04,0.056
N1970,kAyasTa->kAyasTA,-,L2,0.04,0.055
N3232,vEkfta->vikftA,-,L2,0.02,0.037
N3233,vEkfta->vEkfti,-,L2,0.023,0.037
N3230,kzOma->kzOmI,-,L2,0.021,0.035
N3231,vEkfta->vikfta,-,L2,0.038,0.056
N1968,Agata->Agati,-,L2,0.039,0.055
N1969,Agata->agati,-,L2,0.038,0.055
N1618,Ada->adi,-,L2,0.037,0.056
N1619,Ada->AdI,-,L2,0.024,0.04
N1616,Ada->AdA,-,L2,0.023,0.039
N1617,Ada->Adi,-,L2,0.024,0.039
N1614,mAraRa->maraRa,-,L2,0.031,0.043000000000000003
N1615,Ada->ada,-,L2,0.029,0.041
N1612,SAkta->Sakti,-,L2,0.03,0.042
N1613,SAkta->SaktI,-,L2,0.03,0.042
N1610,SAkta->Sakta,-,L2,0.03,0.042
N1611,SAkta->SAkti,-,L2,0.022,0.032
N1985,mOhUrta->muhUrta,-,L2,0.038,0.057
N2873,sArasvata->sarasvat,-,L2,0.039,0.057
N2872,sArasvata->sarasvatI,-,L2,0.039,0.057
N2871,sArasvata->sArasvatI,-,L2,0.039,0.056
N2870,sArasvata->sarasvati,-,L2,0.039,0.057
N2877,mAyUra->mAyUri,-,L2,0.026000000000000002,0.042
N2876,mAyUra->mayUra,-,L2,0.038,0.056
N2875,kzOdraja->kzOdrajA,-,L2,0.038,0.056
N2542,pOza->puzA,-,L2,0.02,0.038
N2879,mAyUra->mayUrI,-,L2,0.038,0.056
N2878,mAyUra->mAyUrI,-,L2,0.026000000000000002,0.042
N3355,sAra->sAr,-,L2,0.029,0.042
N3354,sAra->sarI,-,L2,0.039,0.057
N3357,BrAmaRa->BramaRa,-,L2,0.042,0.061
N3356,Avigna->avigna,-,L2,0.038,0.055
N3351,sAra->sAri,-,L2,0.024,0.037
N3350,sAra->sarA,-,L2,0.032,0.046
N3353,sAra->sArI,-,L2,0.024,0.036000000000000004
N3352,sAra->sari,-,L2,0.033,0.046
N3359,SArada->Sarada,-,L2,0.038,0.058
N3358,BrAmaRa->BrAmaRI,-,L2,0.038,0.056
N2544,pOza->pOzI,-,L2,0.02,0.032
N1768,Agaskfta->Agaskft,-,L2,0.039,0.054
N1769,sAvayasa->savayasa,-,L2,0.037,0.052000000000000005
N1762,sana->san,L1,-,-,-
N1763,dAra->dara,-,L2,0.038,0.057
N1760,AgrahaRa->agrahaRa,-,L2,0.039,0.056
N1761,rAjaBfta->rAjaBft,-,L2,0.039,0.055
N1766,dAra->dArI,-,L2,0.027,0.044
N1767,dAra->darI,-,L2,0.035,0.053
N1764,dAra->dAri,-,L2,0.025,0.04
N1765,dAra->dari,-,L2,0.035,0.053
N1142,Orva->urva,-,L2,0.037,0.053
N1143,Orva->Urva,-,L2,0.037,0.053
N1140,vArkza->vArkzI,-,L2,0.027,0.039
N1141,Orva->urv,L1,L2,0.025,0.04
N1146,Orva->Urv,-,L2,0.026000000000000002,0.042
N1147,paRa->paRa,L1,L1,0.148,0.041
N1144,Orva->urvI,-,L2,0.024,0.04
N1145,Orva->UrvI,-,L2,0.025,0.042
N1148,urva->urv,L1,L1,0.23700000000000002,0.025
N1149,krama->kram,L1,-,-,-
N2967,jApa->japa,-,L2,0.033,0.046
N2966,SaSa->SaS,-,L1,0.448,0.036000000000000004
N2402,SrAnta->SrAnti,-,L2,0.028,0.044
N692,jEtra->jetrI,-,L2,0.023,0.037
N691,pAdAta->padAt,-,L2,0.035,0.049
N697,AliNga->aliNga,-,L2,0.038,0.055
N695,SvApada->Svapada,-,L2,0.042,0.062
N699,kErAta->kirAta,-,L2,0.038,0.056
N1548,lOha->lohi,-,L2,0.019,0.035
N1549,lOha->luh,-,L2,0.02,0.035
N542,Ahata->ahati,-,L2,0.038,0.055
N543,dASa->daSa,-,L2,0.038,0.057
N540,Ahata->ahata,-,L2,0.033,0.043000000000000003
N547,yAta->yata,-,L2,0.038,0.055
N544,dASa->daSA,-,L2,0.038,0.057
N1782,kAkARqa->kAkARqA,-,L2,0.024,0.036000000000000004
N1783,kAkARqa->kAkARqI,-,L2,0.024,0.036000000000000004
N1784,AjYapta->AjYapti,-,L2,0.038,0.055
N1785,ramBa->ramB,L1,-,-,-
N1786,vAhana->vahana,-,L2,0.038,0.056
N2388,gAnDAra->ganDArI,-,L2,0.038,0.057
N1787,vAhana->vAhanI,-,L2,0.038,0.055
N3320,dAnta->dantI,-,L2,0.033,0.047
N415,mArakata->marakata,-,L2,0.039,0.057
N416,vEdeha->videha,-,L2,0.039,0.057
N417,vEdeha->videhA,-,L2,0.024,0.043000000000000003
N411,jAgata->jagatI,-,L2,0.039,0.056
N412,jAgata->jagat,-,L2,0.039,0.056
N413,Atapa->atapa,-,L2,0.038,0.056
N1384,sAhasra->sAhasri,-,L2,0.039,0.056
N1385,sAhasra->sAhasrI,-,L2,0.039,0.056
N1386,SArNga->SArNgi,-,L2,0.028,0.042
N1387,SArNga->SArNgI,-,L2,0.028,0.041
N1382,sAhasra->sahasra,-,L2,0.039,0.057
N1383,sAhasra->sahasrA,-,L2,0.039,0.057
N2446,SOna->Suni,-,L2,0.021,0.037
N2438,DAraRa->DaraRI,-,L2,0.035,0.048
N3042,SrOtra->Srotra,-,L2,0.039,0.06
N368,mAYjizWa->maYjizWI,-,L2,0.038,0.056
N369,jyEzWa->jyezWa,-,L2,0.041,0.058
N366,mAYjizWa->maYjizWa,-,L2,0.038,0.055
N367,mAYjizWa->maYjizWA,-,L2,0.038,0.056
N364,SAsa->Sasi,-,L2,0.039,0.055
N365,SAsa->Sas,-,L2,0.039,0.055
N362,SAsa->SasA,-,L2,0.039,0.055
N360,SAsa->Sas,L1,L2,0.039,0.055
N361,SAsa->Sasa,-,L2,0.039,0.055
N2760,SaRa->SaR,-,L1,0.622,0.024
N3202,DArmiRa->Darmin,-,L2,0.021,0.541
N380,gEra->girA,-,L2,0.027,0.043000000000000003
N381,gEra->giri,-,L2,0.026000000000000002,0.042
N383,gEra->gir,-,L2,0.026000000000000002,0.042
N385,plAkza->plakza,-,L2,0.026000000000000002,0.422
N387,plAkza->plakz,-,L2,0.04,0.058
N388,dOhitra->duhitf,-,L2,0.005,0.856
N3215,pEppalAda->pEppalAdi,-,L2,0.035,0.049
N2792,graha->grah,L1,L1,0.066,0.054
N3216,pEppalAda->pippalAdi,-,L2,0.037,0.057
N2190,nEpuRa->nipuRi,-,L2,0.023,0.041
N2191,kAsa->kAs,L1,L2,0.026000000000000002,0.036000000000000004
N258,dArBa->darBa,-,L2,0.027,0.379
N259,caRa->caR,L1,-,-,-
N2194,kAsa->kasA,-,L2,0.04,0.056
N2195,kAsa->kAsI,-,L2,0.031,0.042
N2196,kAsa->kas,-,L2,0.04,0.056
N2197,kOrma->kUrma,-,L2,0.035,0.053
N251,mAra->mara,-,L2,0.038,0.056
N256,OrRa->urRa,-,L2,0.038,0.056
N254,mAra->marI,-,L2,0.038,0.056
N2200,yAjana->yajana,-,L2,0.034,0.052000000000000005
N2201,nivAsa->nivAsa,L1,-,-,-
N2202,AlAta->alAta,-,L2,0.035,0.052000000000000005
N2203,AvApa->avApa,-,L2,0.037,0.053
N2204,AvApa->avAp,-,L2,0.035,0.052000000000000005
N2205,KAna->Kan,L1,L2,0.035,0.052000000000000005
N2206,KAna->Kana,-,L2,0.034,0.051000000000000004
N2207,KAna->KAni,-,L2,0.022,0.034
N2208,KAna->Kani,-,L2,0.034,0.051000000000000004
N2209,KAna->KAnI,-,L2,0.021,0.034
N3210,prAjYa->prajYa,-,L2,0.039,0.06
N1679,bOdDa->budDa,-,L2,0.035,0.051000000000000004
N2428,pANkta->paNktI,-,L2,0.035,0.049
N2429,vEkalpa->vikalpa,-,L2,0.035,0.049
N2400,vEkawa->vikawA,-,L2,0.038,0.056
N2420,SrOta->Sruti,-,L2,0.024,0.045
N2421,Apta->apta,-,L2,0.037,0.056
N2422,Apta->Apti,-,L2,0.022,0.036000000000000004
N2423,svAda->svadi,-,L2,0.043000000000000003,0.062
N2424,svAda->svad,-,L2,0.041,0.061
N1849,kAlinda->kAlindI,-,L2,0.026000000000000002,0.043000000000000003
N2426,Asanna->asanna,-,L2,0.038,0.056
N2427,pANkta->paNkti,-,L2,0.037,0.056
N2432,rAnta->rantI,-,L2,0.036000000000000004,0.05
N1848,kAlinda->kalindA,-,L2,0.038,0.057
N168,CAgaRa->CagaRa,-,L2,0.034,0.045
N169,prAvaraRa->pravaraRa,-,L2,0.035,0.046
N164,kOwa->kuw,-,L2,0.02,0.034
N160,kOwa->kowi,-,L2,0.022,0.036000000000000004
N161,kOwa->kuwI,-,L2,0.02,0.034
N163,kOwa->kowI,-,L2,0.02,0.033
N3257,krOqa->krOqi,-,L2,0.025,0.04
N3212,prAjYa->prajYA,-,L2,0.038,0.056
N2518,jyAna->jyAni,-,L2,0.023,0.037
