Node,Mapping,Goldlabel,Predict,L1 confidence,L2confidence
N1608,BlASa->BlAS,L1,L2,0.023,0.031
N809,SumBa->SumB,L1,L1,0.343,0.058
N1157,hAstina->hastin,L2,L2,0.019,0.034
N1151,ruca->ruc,L1,L1,0.333,0.057
N1153,Urja->Urj,L1,L1,0.332,0.057
N2618,vraja->vraj,L1,L1,0.28400000000000003,0.051000000000000004
N1551,vAsa->vAsa,L1,L2,0.022,0.031
N1553,vAsa->vas,L1,L2,0.02,0.035
N1552,vAsa->vasa,L1,L2,0.019,0.035
N51,SAlva->SAl,L2,L1,0.05,0.028
N2992,liha->lih,L1,L1,0.271,0.049
N425,kumAra->kumAra,L1,L1,0.355,0.06
N226,gaja->gaj,L1,L1,0.366,0.061
N2215,mARa->maR,L1,L2,0.02,0.036000000000000004
N2681,sOparRa->suparRI,-,L2,0.014,0.269
N154,kOwa->kUwa,L2,L2,0.02,0.034
N2431,rasa->ras,L1,L1,0.28800000000000003,0.051000000000000004
N2430,rasa->rasa,L1,L1,0.279,0.05
N2506,sAma->sam,-,L1,0.243,0.027
N2505,sAma->sAma,-,L1,0.292,0.023
N2726,prAtipakza->pratipakza,-,L2,0.014,0.272
N2721,nAciketa->nAciketA,-,L2,0.013000000000000001,0.352
N2720,kaMsa->kaMs,-,L1,0.769,0.012
N1809,SuBa->SuB,L1,L1,0.309,0.054
N3089,kOpa->kup,L1,L2,0.02,0.037
N3088,rama->ram,L1,L1,0.265,0.048
N1525,maKa->maK,L1,L1,0.318,0.055
N811,prAjeSa->prajeSa,L2,L2,0.02,0.033
N1994,Suna->Sun,L1,L1,0.304,0.053
N1705,prAvaRa->pra,-,L2,0.016,0.212
N2985,cAra->car,L1,L2,0.02,0.037
N2526,dAkziRa->dakziRA,-,L2,0.015,0.257
N432,niSa->niS,L1,L1,0.354,0.06
N2865,arha->arh,L1,L1,0.274,0.05
N2229,cAwa->caw,L1,L2,0.02,0.036000000000000004
N144,kOmBa->kumB,L1,L2,0.02,0.034
N2081,jEva->jIv,L1,L2,0.02,0.036000000000000004
N2087,rAja->rAj,L1,L2,0.021,0.032
N2531,vAna->van,L1,L2,0.02,0.036000000000000004
N2537,kuha->kuha,L1,L1,0.278,0.05
N2713,loca->loc,-,L1,0.77,0.012
N3347,sAra->sAra,L1,L2,0.02,0.033
N1835,prAsravaRa->prasravaRa,L2,L2,0.02,0.036000000000000004
N1839,gOra->gur,L1,L2,0.02,0.036000000000000004
N934,OdgAtra->udgAtf,-,L2,0.012,0.363
N1954,sraMsa->sraMs,L1,L1,0.306,0.054
N3096,rAsa->rasa,L1,L2,0.019,0.037
N3242,DArtarAzwra->DftarAzwra,-,L2,0.013000000000000001,0.32
N822,pUra->pUr,L1,L1,0.342,0.058
N3097,rAsa->ras,L1,L2,0.02,0.037
N1489,sOhfda->suhfd,-,L2,0.016,0.182
N3302,dEna->dIna,-,L2,0.014,0.292
N3301,dEna->dina,-,L2,0.014,0.292
N792,kAMsa->kaMs,L1,L2,0.02,0.033
N2413,gama->gam,-,L1,0.778,0.012
N2415,kasa->kas,-,L1,0.777,0.012
N3051,sica->sic,L1,L1,0.268,0.049
N1132,mOrva->murv,L1,L2,0.019,0.034
N1135,rUpa->rUpa,L1,L1,0.331,0.057
N2793,Buja->Buj,L1,L1,0.278,0.05
N3016,naSa->naS,L1,L1,0.269,0.049
N626,cOra->cUr,L1,L2,0.02,0.033
N625,cOra->cur,L1,L2,0.02,0.033
N2883,nAnAndra->nanAMdf,-,L2,0.011,0.431
N2382,kumBa->kumB,-,L1,0.778,0.012
N2742,kUja->kUj,-,L1,0.769,0.012
N204,dArzwAnta->dfzwAnta,L2,L2,0.02,0.034
N2234,prAcetasa->pracetas,-,L2,0.015,0.23900000000000002
N1575,hrAsa->hras,L1,L2,0.02,0.035
N2185,guha->guh,L1,L1,0.298,0.053
N927,vAta->vata,-,L1,0.192,0.027
N1929,Sama->Sam,L1,L1,0.307,0.054
N832,prAvAsa->pravAsa,-,L2,0.015,0.23800000000000002
N837,DOmra->DUmra,-,L2,0.016,0.20800000000000002
N839,kaWa->kaWa,L1,L1,0.336,0.057
N1987,vEra->vIra,L1,L2,0.019,0.036000000000000004
N784,jana->jan,L1,L1,0.34400000000000003,0.058
N1724,sArva->sarv,-,L1,0.2,0.028
N788,dvEpa->dvIpa,L2,L2,0.02,0.033
N1720,gumPa->gumP,-,L1,0.795,0.012
N1588,varca->varc,L1,L1,0.317,0.055
N508,BrAma->Bram,L1,L2,0.02,0.033
N636,campa->camp,L1,L1,0.34800000000000003,0.059000000000000004
N639,bAha->bAh,L1,L2,0.023,0.03
N1219,Suca->Suc,L1,L1,0.331,0.057
N1103,yama->yam,-,L1,0.812,0.012
N3071,Sra->SrA,L1,L1,0.267,0.049
N2555,Srama->Sram,L1,L1,0.28600000000000003,0.051000000000000004
N2779,pAWa->paW,-,L1,0.264,0.027
N2772,vERa->viR,-,L1,0.263,0.027
N1933,BAsa->Bas,L1,L2,0.02,0.036000000000000004
N1932,BAsa->BAs,L1,L2,0.021,0.031
N840,vaha->vah,L1,L1,0.34,0.058
N1739,kAca->kac,-,L1,0.201,0.028
N1734,rAga->rag,-,L1,0.2,0.028
N753,pAra->pAra,L1,L2,0.023,0.03
N1596,dArdura->dardura,L2,L2,0.02,0.035
N2955,luBa->luB,-,L1,0.761,0.012
N1029,SvAsa->Svas,-,L1,0.216,0.027
N1034,AnfSaMsa->anuSaMs,-,L2,0.015,0.227
N603,hana->han,L1,L1,0.34900000000000003,0.059000000000000004
N1204,SASa->SaS,L1,L2,0.019,0.034
N1200,BrAja->BrAj,L1,L2,0.023,0.031
N3101,dArva->dAru,-,L2,0.011,0.449
N1111,prAkfta->prakfti,-,L2,0.015,0.223
N467,laBa->laB,L1,L1,0.352,0.059000000000000004
N3006,Sulba->Sulb,L1,L1,0.27,0.049
N2768,GAsa->Gas,-,L2,0.014,0.275
N2762,reva->rev,-,L1,0.768,0.012
N1949,dvEmAtura->dvimAtf,-,L2,0.013000000000000001,0.342
N903,nija->nij,L1,L1,0.338,0.058
N907,sAmba->sAmb,-,L1,0.332,0.02
N908,sAmba->samb,-,L1,0.222,0.026000000000000002
N2617,kata->kat,L1,L1,0.28400000000000003,0.051000000000000004
N2614,grAha->grah,L1,L2,0.02,0.036000000000000004
N1900,grAma->grAma,L1,L2,0.021,0.032
N854,hAna->han,L1,L2,0.02,0.034
N1055,kARa->kaR,-,L1,0.215,0.027
N1278,maha->maha,L1,L1,0.323,0.056
N1279,maha->mah,L1,L1,0.329,0.056
N617,SEva->Sev,L1,L2,0.02,0.033
N1794,pra->prI,L1,L1,0.31,0.054
N3113,vAdarAyaRa->vadarl,-,L2,0.014,0.272
N2374,pAramparIRa->paraMparA,-,L2,0.015,0.248
N1874,prAtipada->pratipadA,-,L2,0.016,0.216
N1913,paWa->paW,L1,L1,0.308,0.054
N863,dEva->deva,-,L2,0.016,0.20700000000000002
N884,nAma->nam,-,L2,0.015,0.23500000000000001
N3148,lamba->lamb,-,L1,0.754,0.012
N79,pata->pat,L1,L1,0.368,0.061
N78,pata->pata,L1,L1,0.366,0.061
N1049,bAdarAyaRa->badarl,-,L2,0.016,0.198
N1687,sEranDra->sIranDra,-,L2,0.016,0.211
N1686,varRa->varR,-,L1,0.795,0.012
N1262,kASa->kAS,L1,L2,0.023,0.031
N1319,garva->garva,L1,L1,0.319,0.055
N2322,vana->van,L1,L1,0.295,0.052000000000000005
N2694,sOra->sur,-,L1,0.257,0.027
N2324,paca->pac,L1,L1,0.294,0.052000000000000005
N2293,BraMSa->BraMS,L1,L1,0.296,0.052000000000000005
N2569,vaSa->vaS,L1,L1,0.28500000000000003,0.051000000000000004
N2568,glaha->glah,L1,L1,0.28600000000000003,0.051000000000000004
N2361,sarva->sarv,L1,L1,0.293,0.052000000000000005
N1863,hAsa->has,L1,L2,0.02,0.036000000000000004
N1240,dASaraTa->daSaraTa,-,L2,0.015,0.217
N1243,vAwa->vAwa,L1,L2,0.023,0.031
N894,SAkina->SAkainac,-,L2,0.015,0.338
N899,Svasa->Svas,L1,L1,0.339,0.058
N3236,Cupa->Cup,-,L1,0.752,0.012
N3099,Sapa->Sap,L1,L1,0.265,0.048
N1965,vraSca->vraSc,L1,L1,0.305,0.053
N2963,DmAkAra->DmA,-,L2,0.013000000000000001,0.367
N763,Brama->Bram,L1,L1,0.34500000000000003,0.058
N766,SAma->Sam,L1,L2,0.02,0.033
N1678,SOkta->Sukti,-,L2,0.016,0.186
N1090,SlAGa->SlAG,-,L1,0.321,0.021
N1092,pARqura->paMqu,-,L2,0.014,0.281
N1093,pARqura->pAMqu,-,L2,0.014,0.397
N675,drAviqa->draviqa,L2,L2,0.02,0.033
N1098,pASa->paS,-,L1,0.212,0.027
N3015,kaRa->kaR,L1,L1,0.27,0.049
N1416,garja->garj,-,L1,0.801,0.012
N1320,garva->garv,L1,L1,0.326,0.056
N309,raBa->raB,L1,L1,0.36,0.06
N300,yAca->yAc,L1,L1,0.034,0.03
N304,sma->smi,L1,L1,0.361,0.06
N3058,yasa->yas,L1,L1,0.268,0.049
N2974,sAptapada->saptapada,-,L2,0.014,0.293
N2357,maRa->maR,L1,L1,0.293,0.052000000000000005
N2134,SAna->SAn,L1,L2,0.021,0.032
N2133,dAsera->dAsI,L2,L2,0.021,0.032
N1442,prAsa->pras,-,L1,0.198,0.028
N2648,prAroha->praroha,-,L2,0.014,0.266
N1263,kASa->kaS,L1,L2,0.02,0.034
N1261,dOrhfda->durhfd,L2,L2,0.019,0.034
N714,kAma->kam,L1,L2,0.02,0.033
N1061,vAha->vAh,-,L1,0.322,0.021
N1062,vAha->vah,-,L1,0.214,0.027
N1663,kuca->kuc,L1,L1,0.315,0.055
N3143,naKa->naK,-,L1,0.754,0.012
N2826,SOca->Suc,L1,L2,0.02,0.037
N2821,pARa->paRa,L1,L2,0.019,0.036000000000000004
N449,vAra->vara,L1,L2,0.02,0.034
N444,mArga->mArg,L1,L2,0.026000000000000002,0.03
N30,SArva->Sarv,L1,L2,0.02,0.034
N1538,vAja->vaj,L1,L2,0.02,0.035
N339,maWa->maW,L1,L1,0.358,0.06
N2344,rAma->ram,L1,L2,0.02,0.036000000000000004
N1887,Akampra->A_kamp,-,L2,0.016,0.268
N1886,carca->carc,L1,L1,0.308,0.054
N134,kuRa->kuR,L1,L1,0.367,0.061
N2019,lAja->laj,L1,L2,0.02,0.036000000000000004
N2018,lAja->lAj,L1,L2,0.021,0.031
N1793,pra->prA,L1,L1,0.311,0.054
N2902,BAma->BAm,-,L1,0.356,0.021
N2901,BAma->BAma,-,L1,0.313,0.022
N709,gada->gad,L1,L1,0.34600000000000003,0.059000000000000004
N89,cApa->cap,L1,L2,0.02,0.034
N1388,prAveSana->praveSana,-,L2,0.016,0.212
N1982,kaca->kac,L1,L1,0.304,0.053
N2834,Sarva->Sarv,L1,L1,0.275,0.05
N1438,sama->sam,-,L1,0.8,0.012
N1541,prAtiBa->pratiBA,L2,L2,0.02,0.035
N3368,barha->barh,L1,L1,0.261,0.048
N652,SUrpa->SUrp,L1,L1,0.34700000000000003,0.059000000000000004
N1376,dvEraTa->dviraTa,-,L2,0.016,0.212
N327,Kaja->Kaj,L1,L1,0.359,0.06
N2330,lABa->lABa,L1,L2,0.021,0.032
N2331,lABa->laB,L1,L2,0.02,0.036000000000000004
N3072,Sra->Sri,L1,L1,0.267,0.049
N2489,ruha->ruh,-,L1,0.775,0.012
N2245,yAja->yaj,L1,L2,0.02,0.036000000000000004
N996,dArada->darad,-,L2,0.016,0.201
N120,nAha->nah,L1,L2,0.02,0.034
N3416,kOja->kUj,L1,L2,0.02,0.037
N2799,saMgrAma->saMgrAma,L1,L1,0.277,0.05
N2063,Samba->Samb,L1,L1,0.302,0.053
N2064,suKa->suKa,L1,L1,0.293,0.052000000000000005
N2065,prAdoza->pradoza,L2,L2,0.02,0.036000000000000004
N2067,Brasja->Brasj,L1,L1,0.301,0.053
N2666,SAmba->Samb,-,L1,0.255,0.027
N2664,yaja->yaj,-,L1,0.77,0.012
N2662,hasa->has,-,L1,0.771,0.012
N2934,pOra->pUr,-,L1,0.277,0.026000000000000002
N2933,pOra->pur,-,L1,0.276,0.026000000000000002
N572,lepa->lep,L1,L1,0.35000000000000003,0.059000000000000004
N3168,vAca->vac,-,L1,0.3,0.026000000000000002
N2806,jaBa->jaB,L1,L1,0.276,0.05
N2807,kleSa->kleS,L1,L1,0.275,0.05
N2804,klIba->klIb,L1,L1,0.276,0.05
N468,Sasa->Sas,L1,L1,0.35100000000000003,0.059000000000000004
N3393,vApa->vap,L1,L2,0.02,0.037
N1517,niMsa->niMs,L1,L1,0.319,0.055
N1510,yAma->yam,L1,L2,0.02,0.035
N352,naha->nah,L1,L1,0.356,0.06
N359,SAsa->SAs,L1,L1,0.03,0.03
N2321,aMsa->aMsa,L1,L1,0.28700000000000003,0.051000000000000004
N280,seva->sev,L1,L1,0.362,0.06
N2192,kAsa->kas,L1,L2,0.02,0.036000000000000004
N2250,svana->svan,L1,L1,0.297,0.052000000000000005
N2470,nASa->naS,-,L1,0.241,0.027
N113,nArasiMha->narasiMha,L2,L2,0.02,0.034
N3432,grAsa->gras,L1,L2,0.02,0.037
N2784,Okza->uzkan,-,L2,0.015,0.245
N2783,prAtihantra->pratihantf,-,L2,0.011,0.421
N1797,lAsa->las,L1,L2,0.02,0.035
N2077,jIva->jIv,L1,L1,0.299,0.053
N2076,klama->klam,L1,L1,0.3,0.053
N3221,dAtyUha->dAti,-,L2,0.013000000000000001,0.341
N2921,ruja->ruj,-,L1,0.763,0.012
N2922,kliSa->kliS,-,L1,0.762,0.012
N2925,Anta->anta,-,L2,0.015,0.255
N2924,prABaYjana->praBaMjana,-,L2,0.014,0.28800000000000003
N1631,SUra->SUra,L1,L1,0.308,0.054
N1632,SUra->SUr,L1,L1,0.316,0.055
N3219,nata->nat,-,L1,0.753,0.012
N1164,mAna->man,L1,L2,0.019,0.034
N1163,mAna->mAn,L1,L2,0.023,0.031
N3309,kra->krI,L1,L1,0.261,0.048
N1293,saha->sah,L1,L1,0.327,0.056
N2425,cawa->caw,-,L1,0.777,0.012
N1362,GuRa->GuR,L1,L1,0.324,0.056
N1363,dOhfda->durhfd,-,L2,0.016,0.187
