Node,Mapping,Goldlabel,Predict,L1 confidence,L2confidence
N66,maskarin->maskara,L2,L2,0.121,0.769
N67,viwapin->viwapa,-,L2,0.026,0.953
N68,pUrvin->pUrva,-,L2,0.029,0.949
N69,hfdayin->hfdaya,L2,L2,0.109,0.778
N175,avaroDin->avaroDa,L2,L2,0.117,0.772
N174,SIGrin->SIGra,L2,L2,0.113,0.776
N173,vArdDuzin->vArdDuza,-,L2,0.034,0.942
N172,vilAsin->vilAsa,-,L2,0.028,0.952
N171,SAstrin->SAstra,L2,L2,0.19,0.698
N170,QAlin->QAla,-,L2,0.026,0.953
N203,patatrin->patatra,L2,L2,0.112,0.778
N222,pAdin->pAda,L2,L2,0.186,0.7
N181,SAsin->SAs,L1,L1,0.546,0.305
N248,tftIyin->tftIya,-,L2,0.023,0.956
N182,vrajin->vraj,-,L1,0.846,0.131
N183,vyayin->vyay,L1,L1,0.451,0.418
N180,nAkin->nAka,-,L2,0.03,0.948
N2,yakzmin->yakzma,L2,-,-,-
N162,tundin->tunda,L2,L2,0.111,0.777
N187,anapAyin->anapAya,-,L2,0.024,0.956
N184,mArgin->mArg,-,L1,0.96,0.025
N6,grAmin->grAma,-,L1,0.87,0.109
N220,kzetrin->kzetra,L2,L2,0.111,0.778
N186,Sakalin->Sakala,L2,L2,0.12,0.77
N188,ucCvAsin->ucCvAsa,L2,L2,0.124,0.767
N189,turagin->turaga,-,L2,0.027,0.952
N202,BfNgin->BfNga,L2,L2,0.113,0.776
N196,virARin->raR,-,L1,0.84,0.136
N221,mfRAlin->mfRAla,L2,L2,0.11,0.778
N185,pratIveSin->prativeSa,L2,L2,0.12,0.772
N99,somin->soma,L2,L2,0.109,0.776
N98,paramezWin->paramezWa,L2,L2,0.119,0.772
N168,prAyaScittin->prAyaScitta,L2,L2,0.185,0.705
N169,vizayin->vizaya,L2,L2,0.115,0.775
N229,hevAkin->hevAka,-,L2,0.021,0.962
N228,kampin->kamp,-,L1,0.91,0.072
N91,PatkArin->PatkAra,-,L2,0.036,0.94
N90,sutin->suta,L2,L2,0.119,0.771
N93,vAhin->vAh,-,L1,0.981,0.006
N92,saMramBin->saMramBa,L2,L2,0.123,0.769
N95,nalin->nal,L1,L1,0.46,0.408
N94,kzIrin->kzIra,-,L2,0.037,0.94
N97,nivAsin->nivAsa,-,L1,0.834,0.141
N96,Salin->Sal,-,L1,0.851,0.126
N11,sAhasin->sAhasa,L2,L2,0.189,0.7
N13,sevin->sev,L1,-,-,-
N12,vikASin->kAS,L1,L1,0.556,0.292
N15,SlAGin->SlAG,-,L1,0.978,0.008
N17,sIrin->sIra,-,L2,0.045,0.928
N16,aBimarzin->aBimfz,L1,-,-,-
N19,prajYin->prajYA,L1,-,-,-
N18,vyApArin->vyApAra,L1,L2,0.191,0.7
N117,vAsin->vAsa,-,L1,0.881,0.099
N116,dEvin->dEva,L2,L2,0.179,0.705
N204,pUrin->pUr,L1,L1,0.545,0.305
N151,SaNKin->SaNKa,-,L2,0.016,0.965
N150,bAlin->bAla,-,L2,0.018,0.964
N153,puzkarin->puzkara,-,L2,0.038,0.938
N152,pariRAhin->pariRAha,L2,L2,0.102,0.785
N155,BAsin->BAs,-,L1,0.962,0.023
N154,Bagin->Baga,-,L2,0.032,0.945
N157,daRqin->daRqa,L2,L2,0.118,0.771
N156,pucCin->pucCa,L2,L2,0.118,0.771
N159,uzRIzin->uzRIza,-,L2,0.017,0.964
N158,kzemin->kzema,L2,L2,0.102,0.783
N234,padmin->padma,-,L2,0.012,0.972
N238,pulakin->pulaka,L2,L2,0.118,0.772
N239,maSakin->maSaka,-,L2,0.026,0.954
N207,keSin->keSa,-,L2,0.033,0.943
N235,BagAlin->BagAla,-,L2,0.013,0.971
N236,piRqin->piMqa,L2,L2,0.118,0.774
N237,vaSin->vaS,-,L1,0.842,0.134
N230,paRin->paRa,L1,L2,0.091,0.79
N231,aBimarSin->aBimfS,-,L1,0.937,0.047
N232,dantin->danta,L2,L2,0.115,0.775
N233,sUcin->sUca,-,L1,0.934,0.05
N224,nAdin->nad,L1,-,-,-
N48,grahin->grah,L1,-,-,-
N46,apApin->pApa,L2,L2,0.124,0.769
N47,virUpin->virUpa,L2,-,-,-
N44,tElin->tEla,-,L2,0.039,0.937
N45,nandakin->nandaka,L2,-,-,-
N42,sUtrin->sUtra,L2,L2,0.136,0.759
N41,pinAkin->pinAka,L2,-,-,-
N1,saMsArin->saMsAra,L2,-,-,-
N5,pArASarin->pArASara,-,L2,0.038,0.938
N146,nideSin->nideSa,-,L2,0.008,0.976
N147,sOnandin->sOnanda,-,L2,0.009,0.974
N144,sTUlin->sTUla,-,L2,0.049,0.924
N145,SUlin->SUl,-,L1,0.983,0.003
N142,dvEtin->dvEta,-,L2,0.007,0.978
N143,upahArin->upahAra,L2,L2,0.111,0.78
N140,vipaRin->vipaRa,-,L2,0.025,0.955
N141,samavAyin->samavAya,-,L2,0.029,0.95
N209,Bajin->Baj,-,L1,0.952,0.032
N208,vyaBicArin->vyaBicAra,L2,L2,0.131,0.765
N148,gAhin->gAh,-,L1,0.984,0.001
N149,vajrin->vajra,-,L2,0.015,0.97
N77,musalin->musala,-,L2,0.017,0.967
N76,sArin->sAra,L1,L2,0.187,0.692
N75,Salkin->Salka,L2,L2,0.104,0.778
N74,lokin->lok,L1,L1,0.558,0.289
N73,mOnin->mOna,-,L2,0.041,0.934
N72,BARqArin->BARqAra,-,L2,0.047,0.928
N71,kAsin->kAs,L1,L1,0.538,0.316
N70,pApin->pApa,L2,L2,0.188,0.705
N79,vratin->vrata,L2,L2,0.097,0.782
N78,utKAtin->utKAta,-,L2,0.015,0.969
N227,saMvartakin->saMvartaka,L2,L2,0.138,0.761
