+---	Results for Step 1 part 26	---+


Results as compiled on 22-08-2016 23:26


+-----------+--------+--------+
|   Detail  |   L1   |   L2   |
+-----------+--------+--------+
| Precision | 91.666 |  50.0  |
|   Recall  | 93.22  | 44.444 |
|  Accuracy |   =>   | 86.764 |
+-----------+--------+--------+

+-------+-----------------------------+-----------+---------+---------------+--------------+
|  Node |           Mapping           | Goldlabel | Predict | L1 confidence | L2confidence |
|  N745 |          BAwi->Baw          |     L2    |    L1   |     0.032     |    0.027     |
|  N617 |         Ayati->qati         |     L2    |    L1   |     0.032     |    0.027     |
|  N496 |       sAvarRi->savarRA      |     -     |    L2   |     0.026     |    0.202     |
|  N24  |          vasi->vas          |     L1    |    L1   |     0.032     |    0.027     |
|  N23  |          vasi->vasa         |     L1    |    L1   |     0.031     |    0.027     |
| N2285 |          SaSi->SaS          |     -     |    L1   |     0.206     |    0.022     |
| N2578 |          kaSi->kaS          |     -     |    L1   |     0.206     |    0.022     |
| N2373 |          yuji->yuj          |     -     |    L1   |     0.206     |    0.022     |
| N1878 |          lipi->lip          |     -     |    L1   |     0.206     |    0.022     |
|  N185 |        dIDiti->dIDiti       |     -     |    L2   |     0.026     |    0.202     |
|  N188 |        sPUrti->sPUrti       |     -     |    L2   |     0.026     |    0.202     |
| N1918 |          ruhi->ruh          |     -     |    L1   |     0.206     |    0.022     |
|  N860 |          paRi->paRa         |     L1    |    L1   |     0.031     |    0.027     |
|  N863 |          ruci->ruc          |     L1    |    L1   |     0.032     |    0.027     |
|  N887 |        mAtali->matala       |     L2    |    L2   |      0.03     |     0.07     |
|  N72  |          pati->pat          |     L1    |    L1   |     0.032     |    0.027     |
|  N71  |          pati->pata         |     L1    |    L1   |     0.031     |    0.027     |
| N1314 |    pratibanDi->pratibanD    |     -     |    L2   |     0.026     |    0.202     |
|  N313 |          SAsi->SAs          |     L1    |    L1   |     0.032     |    0.027     |
|  N314 |          SAsi->Sas          |     L1    |    L1   |     0.032     |    0.027     |
| N2368 |      dASaraTi->daSaraTa     |     -     |    L2   |     0.017     |     0.45     |
| N1864 |          gami->gam          |     -     |    L1   |     0.206     |    0.022     |
|  N966 |   mEtrAvaruRi->mitrAvaruRa  |     L2    |    L2   |      0.03     |     0.07     |
| N2108 |          rapi->rap          |     -     |    L1   |     0.206     |    0.022     |
| N1079 |          sOti->sUta         |     -     |    L2   |     0.017     |     0.45     |
| N1074 | Endri->indrasyApatyam[indra |     -     |    L2   |     0.017     |     0.45     |
| N1676 |        vAruRi->varuRa       |     -     |    L2   |     0.017     |     0.45     |
| N1328 |        marIci->marIci       |     -     |    L2   |     0.026     |    0.202     |
|  N301 |          nahi->nah          |     L1    |    L1   |     0.032     |    0.027     |
|  N304 |          maTi->maT          |     L1    |    L1   |     0.032     |    0.027     |
| N2254 |          laBi->laB          |     -     |    L1   |     0.206     |    0.022     |
| N2474 |          bali->bali         |     -     |    L2   |     0.026     |    0.202     |
| N2356 |          jasi->jas          |     -     |    L1   |     0.206     |    0.022     |
| N2640 |       jANguli->jaNgul       |     -     |    L2   |     0.026     |    0.202     |
| N1440 |          pAri->pAra         |     -     |    L1   |     0.209     |    0.027     |
| N2009 |         Bakti->Bakti        |     -     |    L2   |     0.026     |    0.202     |
|  N596 |    bArhadraTi->bfhadraTa    |     -     |    L2   |     0.017     |     0.45     |
| N1404 |          vali->vali         |     -     |    L2   |     0.026     |    0.202     |
| N1543 |          Suni->Sun          |     -     |    L1   |     0.206     |    0.022     |
|  N647 |          pUri->pUr          |     L1    |    L1   |     0.032     |    0.027     |
|  N334 |          sAhi->sah          |     L1    |    L1   |     0.032     |    0.027     |
| N1026 |          vARi->vaR          |     L1    |    L1   |     0.032     |    0.027     |
| N2658 |        vAsuki->vasuka       |     -     |    L2   |     0.017     |     0.45     |
|  N704 |          mahi->mah          |     L1    |    L1   |     0.032     |    0.027     |
|  N703 |          mahi->maha         |     L1    |    L1   |     0.031     |    0.027     |
|  N87  |          Arki->ark          |     L1    |    L1   |     0.032     |    0.027     |
|  N587 |         Brami->Bram         |     L1    |    L1   |     0.032     |    0.027     |
|  N589 |         BaNgi->BaNgi        |     -     |    L2   |     0.026     |    0.202     |
| N1432 |          Saki->Sak          |     -     |    L1   |     0.206     |    0.022     |
| N1981 |        yuvati->yuvan        |     -     |    L2   |     0.026     |    0.202     |
|  N656 |          sUci->sUca         |     L1    |    L1   |     0.031     |    0.027     |
|  N516 |        mUrti->mUrtti        |     -     |    L2   |     0.026     |    0.202     |
| N2129 |          pARi->paRa         |     -     |    L1   |     0.427     |     0.04     |
| N1995 |     SOdDodani->SudDodana    |     -     |    L2   |     0.017     |     0.45     |
| N2245 |         aDfti->aDfti        |     -     |    L2   |     0.026     |    0.202     |
| N2241 |          lapi->lap          |     -     |    L1   |     0.206     |    0.022     |
| N1743 |         dOlmi->dulma        |     -     |    L2   |     0.017     |     0.45     |
|  N280 |         klami->klam         |     L1    |    L1   |     0.032     |    0.027     |
| N2256 |         drORi->droRa        |     -     |    L2   |     0.017     |     0.45     |
| N2473 |          bali->bal          |     -     |    L1   |     0.206     |    0.022     |
| N2470 |         vitasti->tas        |     -     |    L2   |     0.026     |    0.202     |
|  N981 |          yAmi->yam          |     L1    |    L1   |     0.032     |    0.027     |
| N2079 |          cili->cil          |     -     |    L1   |     0.206     |    0.022     |
| N2070 |        SElAdi->SilAda       |     -     |    L2   |     0.017     |     0.45     |
| N1630 |          kiwi->kiw          |     -     |    L1   |     0.206     |    0.022     |
|  N565 |          vati->vata         |     L1    |    L1   |     0.031     |    0.027     |
| N1185 |          vAji->vaj          |     -     |    L1   |     0.206     |    0.022     |
|  N729 |          vAti->vata         |     L1    |    L2   |      0.03     |     0.07     |
|  N40  |    vArhadraTi->bfhadraTa    |     -     |    L2   |     0.017     |     0.45     |
| N1201 |          sAmi->sam          |     -     |    L1   |     0.206     |    0.022     |
+-------+-----------------------------+-----------+---------+---------------+--------------+
