+---	Results for Step 2 part 29	---+


Results as compiled on 22-08-2016 23:34


+-----------+------+--------+
|   Detail  |  L1  |   L2   |
+-----------+------+--------+
| Precision | 75.0 | 61.111 |
|   Recall  | 30.0 | 91.666 |
|  Accuracy |  =>  | 63.636 |
+-----------+------+--------+

+-------+------------------------------------------+-----------+---------+---------------+--------------+
|  Node |                 Mapping                  | Goldlabel | Predict | L1 confidence | L2confidence |
| N2146 |             varaRaka->varaRa             |     -     |    L2   |     0.011     |    0.012     |
| N2268 |            prAGuRaka->prAGuRa            |     -     |    L2   |     0.012     |    0.012     |
| N2269 |         BasmagAtraka->BasmagAtra         |     -     |    L2   |      0.01     |    0.012     |
| N2262 |             utkuwaka->utkuwa             |     -     |    L2   |      0.01     |    0.012     |
| N2263 |          krIqanIyaka->krIqanIya          |     -     |    L2   |     0.011     |    0.012     |
| N2260 |            sakumBaka->sakumBa            |     -     |    L2   |      0.01     |    0.012     |
| N2261 |           anukarzaka->anukarza           |     -     |    L2   |      0.01     |    0.012     |
| N2266 |               jAhaka->jAha               |     -     |    L2   |     0.012     |    0.012     |
| N2267 |               jAhaka->jaha               |     -     |    L1   |     0.018     |    0.014     |
| N2264 |             ranDraka->ranDra             |     -     |    L2   |      0.01     |    0.012     |
| N2265 |               CARaka->CARa               |     -     |    L2   |     0.012     |    0.012     |
| N2442 |            viganDaka->viganDa            |     -     |    L2   |      0.01     |    0.012     |
| N2443 |            trilohaka->triloha            |     -     |    L2   |     0.011     |    0.012     |
| N2440 |            upaGAtaka->upaGAta            |     -     |    L2   |      0.01     |    0.012     |
| N2441 |               damaka->dama               |     -     |    L2   |      0.01     |    0.012     |
| N1781 |              tIvraka->tIvra              |     -     |    L2   |      0.01     |    0.012     |
| N2447 |          karbudAraka->karbudAra          |     -     |    L2   |      0.01     |    0.012     |
| N2444 |          guhyabIjaka->guhyabIja          |     -     |    L2   |      0.01     |    0.012     |
| N2445 |           supArSvaka->supArSva           |     -     |    L2   |      0.01     |    0.012     |
| N2448 |             jImUtaka->jImUta             |     -     |    L2   |      0.01     |    0.012     |
| N2449 |                ekaka->eka                |     -     |    L2   |      0.01     |    0.012     |
| N2189 |         pratizWAnaka->pratizWAna         |     -     |    L2   |     0.011     |    0.012     |
|  N108 |            mandAraka->mandAra            |     -     |    L2   |      0.01     |    0.012     |
|  N109 |            apasAraka->apasAra            |     -     |    L2   |     0.008     |    0.009     |
|  N102 |            vasantaka->vasanta            |     -     |    L2   |      0.01     |    0.012     |
|  N103 |              Ozwraka->uzwra              |     L2    |    L1   |     0.014     |    0.013     |
|  N100 |            amantraka->amantra            |     -     |    L2   |      0.01     |    0.012     |
|  N101 |            Gawwitaka->Gawwita            |     -     |    L2   |      0.01     |    0.012     |
|  N106 |             udDAraka->udDAra             |     -     |    L2   |      0.01     |    0.012     |
|  N107 |            PaRijjaka->PaRijja            |     -     |    L2   |      0.01     |    0.012     |
|  N104 |              Ozwraka->Ozwra              |     -     |    L2   |     0.012     |    0.012     |
|  N105 |        SAlaNkAyanaka->SAlaNkAyana        |     -     |    L2   |     0.012     |    0.012     |
| N2046 |              parvaka->parva              |     -     |    L2   |      0.01     |    0.011     |
| N2047 |        garuqodgAraka->garuqodgAra        |     -     |    L2   |      0.01     |    0.012     |
| N2044 |           koSakAraka->koSakAra           |     -     |    L2   |      0.01     |    0.012     |
| N2045 |         jIrRabuDnaka->jIrRabuDna         |     -     |    L2   |      0.01     |    0.012     |
| N2042 |               kuTaka->kuTa               |     -     |    L2   |      0.01     |    0.012     |
| N2043 |       Sambarakandaka->Sambarakanda       |     -     |    L2   |      0.01     |    0.012     |
| N2040 |               nAwaka->nAwa               |     -     |    L2   |     0.012     |    0.012     |
| N2041 |               nAwaka->nawa               |     -     |    L1   |     0.015     |    0.013     |
| N2048 |             dASeraka->dASera             |     -     |    L2   |     0.012     |    0.012     |
| N2049 |             dASeraka->daSera             |     -     |    L1   |     0.015     |    0.013     |
| N3150 |         kumBIDAnyaka->kumBIDAnya         |     -     |    L2   |     0.009     |     0.01     |
| N3155 |            klItanaka->klItana            |     -     |    L2   |      0.01     |    0.012     |
| N3154 |          jalakUrmaka->jalakUrma          |     -     |    L2   |      0.01     |    0.012     |
| N1372 |            surezwaka->surezwa            |     -     |    L2   |      0.01     |    0.012     |
| N2737 |           anAramBaka->anAramBa           |     -     |    L2   |      0.01     |    0.012     |
| N2038 |          maRibanDaka->maRibanDa          |     -     |    L2   |      0.01     |    0.012     |
| N2836 |            PalAmlaka->PalAmla            |     -     |    L2   |      0.01     |    0.012     |
| N3159 |             nUpuraka->nUpura             |     -     |    L2   |      0.01     |    0.012     |
| N1001 |          Palavfkzaka->Palavfkza          |     -     |    L2   |      0.01     |    0.012     |
| N3158 |             turIyaka->turIya             |     -     |    L2   |      0.01     |    0.011     |
| N1210 |            suraktaka->surakta            |     -     |    L2   |      0.01     |    0.012     |
| N1375 |          kfzRanIlaka->kfzRanIla          |     -     |    L2   |      0.01     |    0.012     |
| N2688 |         dantakAzWaka->dantakAzWa         |     -     |    L2   |      0.01     |    0.011     |
| N2689 |              analaka->anala              |     -     |    L2   |      0.01     |    0.012     |
| N2684 |         anusaMDAnaka->anusaMDAna         |     -     |    L2   |      0.01     |    0.012     |
| N2685 |         vyAGranaKaka->vyAGranaKa         |     -     |    L2   |     0.012     |    0.012     |
| N2686 |           mAlAtfRaka->mAlAtfRa           |     -     |    L2   |     0.011     |    0.011     |
| N2687 |        aNgAraparRaka->aNgAraparRa        |     -     |    L2   |      0.01     |    0.012     |
| N2680 |            durvAcaka->durvAca            |     -     |    L2   |      0.01     |    0.012     |
| N1655 |             avraRaka->avraRa             |     -     |    L2   |     0.009     |     0.01     |
| N2682 |          rAjaputraka->rAjaputra          |     -     |    L2   |     0.012     |    0.012     |
| N2683 |          prAtihAraka->prAtihAra          |     -     |    L2   |     0.012     |    0.012     |
| N1374 |              GaRwaka->GaRwa              |     -     |    L2   |      0.01     |    0.012     |
|  N99  |              Anftaka->anfta              |     -     |    L1   |     0.017     |    0.014     |
|  N98  |              Anftaka->Anfta              |     -     |    L2   |     0.012     |    0.012     |
| N3019 |              janmaka->janma              |     -     |    L2   |     0.009     |     0.01     |
|  N91  |               kolaka->kola               |     -     |    L2   |     0.011     |    0.012     |
|  N90  |         raktavargaka->raktavarga         |     -     |    L2   |      0.01     |    0.012     |
|  N93  |             niyamaka->niyama             |     -     |    L2   |      0.01     |    0.012     |
|  N92  |        hEyaMgavInaka->hEyaMgavIna        |     -     |    L2   |     0.012     |    0.012     |
|  N95  |             vaktraka->vaktra             |     -     |    L2   |      0.01     |    0.012     |
|  N94  |             nivAsaka->nivAsa             |     -     |    L2   |      0.01     |    0.012     |
|  N97  |            arimedaka->arimeda            |     -     |    L2   |      0.01     |    0.012     |
|  N96  |            yaTezwaka->yaTezwa            |     -     |    L2   |      0.01     |    0.012     |
| N1623 |          anupaGAtaka->anupaGAta          |     -     |    L2   |      0.01     |    0.012     |
| N1622 |          trAyamARaka->trAyamARa          |     -     |    L2   |     0.012     |    0.012     |
| N1621 |          indranIlaka->indranIla          |     -     |    L2   |      0.01     |    0.012     |
| N1620 |               Sataka->Sata               |     -     |    L2   |      0.01     |    0.012     |
| N1627 |             vErAwaka->virAwa             |     -     |    L1   |     0.016     |    0.012     |
| N1626 |             vErAwaka->vErAwa             |     -     |    L1   |      0.01     |    0.009     |
| N1625 |            ajamodaka->ajamoda            |     -     |    L2   |      0.01     |    0.012     |
| N1624 |           KaRqABraka->KaRqABra           |     -     |    L2   |      0.01     |    0.012     |
| N1999 |             kAruzaka->kAruza             |     -     |    L2   |     0.011     |    0.011     |
| N1998 |               Ajyaka->Ajya               |     -     |    L2   |     0.011     |    0.011     |
| N1629 |               kIlaka->kIla               |     -     |    L2   |     0.009     |     0.01     |
| N1377 |            viBARqaka->viBARqa            |     -     |    L2   |     0.009     |     0.01     |
| N3013 |             SAkunaka->Sakuna             |     -     |    L1   |     0.018     |    0.013     |
| N2860 |              nAraka->naraka              |     -     |    L1   |     0.014     |    0.013     |
| N2861 |               nAraka->nAra               |     -     |    L2   |     0.012     |    0.012     |
| N2862 |               nAraka->nara               |     -     |    L1   |     0.018     |    0.013     |
| N2863 |              cEtraka->cEtra              |     -     |    L2   |     0.012     |    0.012     |
|  N559 |           vEkrAntaka->vikrAnta           |     -     |    L1   |     0.017     |    0.012     |
|  N558 |           vEkrAntaka->vEkrAnta           |     -     |    L2   |     0.012     |    0.012     |
| N2866 |              sikTaka->sikTa              |     -     |    L2   |      0.01     |    0.012     |
| N2867 |             SozaRaka->SozaRa             |     -     |    L2   |     0.009     |    0.011     |
|  N555 |              kvATaka->kvaTa              |     -     |    L1   |     0.019     |    0.015     |
|  N554 |              kvATaka->kvATa              |     -     |    L2   |     0.012     |    0.012     |
|  N557 |               vAwaka->vawa               |     -     |    L1   |     0.014     |    0.013     |
|  N556 |               vAwaka->vAwa               |     L1    |    L2   |     0.012     |    0.012     |
|  N551 |               nalaka->nala               |     -     |    L2   |     0.011     |    0.012     |
|  N550 |             morawaka->morawa             |     -     |    L2   |      0.01     |    0.012     |
|  N553 |            SfNgAraka->SfNgAra            |     -     |    L2   |      0.01     |    0.012     |
|  N552 |               tUlaka->tUla               |     -     |    L2   |      0.01     |    0.012     |
| N2744 |            svedanaka->svedana            |     -     |    L2   |      0.01     |    0.011     |
| N1439 |              kuzWaka->kuzWa              |     -     |    L2   |     0.009     |    0.011     |
| N1199 |           Sataponaka->Satapona           |     -     |    L2   |     0.007     |    0.009     |
| N1198 |           meGanAdaka->meGanAda           |     -     |    L2   |      0.01     |    0.011     |
| N1191 |            vartulaka->vartula            |     -     |    L2   |      0.01     |    0.012     |
| N1190 |             dEvasaka->divasa             |     -     |    L1   |     0.018     |    0.014     |
| N1193 |        veRumaRqalaka->veRumaRqala        |     -     |    L2   |      0.01     |    0.012     |
| N1192 |            urukAlaka->urukAla            |     -     |    L2   |      0.01     |    0.012     |
| N1195 |              vajraka->vajra              |     -     |    L2   |      0.01     |    0.012     |
| N1194 |           vfkzAmlaka->vfkzAmla           |     -     |    L2   |      0.01     |    0.012     |
| N1197 |            ganDodaka->ganDoda            |     -     |    L2   |      0.01     |    0.012     |
| N1196 |         Satapattraka->Satapattra         |     -     |    L2   |      0.01     |    0.012     |
| N1759 |              pittaka->pitta              |     -     |    L2   |      0.01     |    0.012     |
| N1758 |           lokapAlaka->lokapAla           |     -     |    L2   |      0.01     |    0.012     |
| N1757 |              kuwwaka->kuwwa              |     -     |    L2   |      0.01     |    0.012     |
| N1756 |              kumpaka->kumpa              |     -     |    L2   |      0.01     |    0.012     |
| N1755 |              IdfSaka->IdfSa              |     -     |    L2   |      0.01     |    0.012     |
| N1754 |              sTAnaka->sTAna              |     -     |    L2   |     0.012     |    0.012     |
| N1753 |               kopaka->kopa               |     -     |    L2   |      0.01     |    0.012     |
| N1752 |              kumBaka->kumBa              |     -     |    L2   |      0.01     |    0.012     |
| N1751 |            aparADaka->aparADa            |     -     |    L2   |      0.01     |    0.012     |
| N1750 |             amandaka->amanda             |     -     |    L2   |      0.01     |    0.012     |
| N1177 |          bAlasUryaka->bAlasUrya          |     -     |    L2   |     0.012     |    0.012     |
| N1176 |             kOleyaka->kuleya             |     -     |    L1   |     0.018     |    0.014     |
| N1175 |             kOleyaka->kOleya             |     -     |    L2   |     0.012     |    0.012     |
| N1174 |             kOleyaka->Qakay              |     -     |    L2   |     0.009     |    0.277     |
| N1173 |              amAraka->amAra              |     -     |    L2   |      0.01     |    0.012     |
| N1172 |          atiCattraka->atiCattra          |     -     |    L2   |      0.01     |    0.012     |
| N1171 |             sulaBaka->sulaBa             |     -     |    L2   |      0.01     |    0.012     |
| N1170 |            svakIyaka->svakIya            |     -     |    L2   |     0.011     |    0.012     |
| N1179 |               yUpaka->yUpa               |     -     |    L2   |     0.007     |    0.009     |
| N1178 |              silhaka->silha              |     -     |    L2   |     0.007     |    0.009     |
|  N511 |               rAsaka->rasa               |     -     |    L1   |     0.017     |    0.014     |
| N2964 |               puwaka->puwa               |     -     |    L2   |      0.01     |    0.011     |
|  N510 |            AwarUzaka->awarUza            |     -     |    L1   |     0.014     |    0.013     |
|  N513 |            vikatTaka->vikatTa            |     -     |    L2   |      0.01     |    0.012     |
| N1285 |              krAyaka->kraya              |     -     |    L1   |     0.019     |    0.015     |
| N1284 |           daSamUlaka->daSamUla           |     -     |    L2   |      0.01     |    0.012     |
| N1287 |           rAmaRIyaka->ramaRIya           |     -     |    L2   |      0.01     |    0.252     |
|  N512 |               rAsaka->rAsa               |     -     |    L2   |     0.012     |    0.012     |
| N1281 |           sOrAzwraka->sOrAzwra           |     -     |    L2   |     0.012     |    0.012     |
| N1280 |             niroDaka->niroDa             |     -     |    L2   |      0.01     |    0.012     |
| N1283 |        vanaSfNgAwaka->vanaSfNgAwa        |     -     |    L2   |      0.01     |    0.012     |
| N1282 |           sOrAzwraka->surAzwra           |     -     |    L1   |     0.018     |    0.014     |
| N1003 |               vanaka->vana               |     -     |    L2   |      0.01     |    0.012     |
|  N879 |            pramAdaka->pramAda            |     -     |    L2   |      0.01     |    0.011     |
| N1289 |       mArttikAvataka->mArttikAvata       |     -     |    L2   |     0.009     |     0.01     |
| N1288 |            anusAraka->anusAra            |     -     |    L2   |     0.007     |    0.009     |
|  N514 |            jfmBitaka->jfmBita            |     -     |    L2   |      0.01     |    0.011     |
| N1579 |              yugmaka->yugma              |     -     |    L2   |      0.01     |    0.012     |
| N1578 |       uttAnapattraka->uttAnapattra       |     -     |    L2   |      0.01     |    0.012     |
|  N689 |            sAmudraka->samudra            |     -     |    L1   |     0.018     |    0.014     |
|  N688 |            sAmudraka->sAmudra            |     -     |    L2   |     0.012     |    0.012     |
|  N685 |               Kuraka->Kura               |     -     |    L2   |      0.01     |    0.012     |
|  N684 |        kErAtatiktaka->kirAtatikta        |     -     |    L1   |     0.014     |    0.013     |
|  N687 |           avamanTaka->avamanTa           |     -     |    L2   |      0.01     |    0.012     |
|  N686 |              Sallaka->Salla              |     -     |    L2   |      0.01     |    0.012     |
|  N681 |              ajAtaka->ajAta              |     -     |    L2   |      0.01     |    0.012     |
|  N680 |             gODeraka->goDera             |     -     |    L1   |     0.015     |    0.013     |
|  N683 |               SARaka->SaRa               |     -     |    L1   |     0.018     |    0.014     |
|  N682 |               SARaka->SARa               |     -     |    L2   |     0.012     |    0.012     |
|  N458 |        mahAkalyARaka->mahAkalyARa        |     -     |    L2   |     0.009     |     0.01     |
| N1226 |               koSaka->koSa               |     -     |    L2   |      0.01     |    0.012     |
|  N621 |               rOmaka->roma               |     -     |    L1   |     0.014     |    0.013     |
|  N873 |            mAnuzyaka->manuzya            |     -     |    L1   |     0.014     |    0.013     |
| N1224 |              Sazpaka->Sazpa              |     -     |    L2   |      0.01     |    0.012     |
| N1223 |            asaMjYaka->asaMjYa            |     -     |    L2   |      0.01     |    0.012     |
| N1222 |             pAtanaka->patana             |     -     |    L1   |     0.018     |    0.014     |
| N2741 |             akriyaka->akriya             |     -     |    L2   |      0.01     |    0.012     |
| N1221 |             pAtanaka->pAtana             |     -     |    L2   |     0.012     |    0.012     |
| N2740 |           varalohaka->varaloha           |     -     |    L2   |      0.01     |    0.012     |
| N1220 |          kokilAkzaka->kokilAkza          |     -     |    L2   |      0.01     |    0.012     |
| N2743 |             ApyAyaka->ApyAya             |     -     |    L2   |     0.012     |    0.012     |
|  N407 |                Araka->ara                |     -     |    L1   |     0.018     |    0.014     |
|  N406 |                Araka->Ara                |     -     |    L2   |     0.012     |    0.012     |
|  N405 |         amlapattraka->amlapattra         |     -     |    L2   |      0.01     |    0.012     |
|  N404 |              vaRwaka->vaRwa              |     -     |    L2   |      0.01     |    0.012     |
|  N403 |               jAraka->jara               |     -     |    L1   |     0.018     |    0.014     |
|  N402 |               jAraka->jAra               |     -     |    L2   |     0.012     |    0.012     |
|  N401 |           viDvaMsaka->viDvaMsa           |     -     |    L2   |      0.01     |    0.012     |
|  N400 |             kolISaka->kolISa             |     -     |    L2   |      0.01     |    0.012     |
| N1379 |               yOtaka->yuta               |     -     |    L1   |     0.018     |    0.014     |
| N1378 |            SlakzRaka->SlakzRa            |     -     |    L2   |     0.009     |     0.01     |
| N1342 |            taRqulaka->taRqula            |     -     |    L2   |     0.009     |     0.01     |
|  N409 |            aNguzWaka->aNguzWa            |     -     |    L2   |      0.01     |    0.012     |
|  N408 |           pravizwaka->pravizwa           |     L2    |    L2   |     0.011     |    0.012     |
|  N453 |             viSAlaka->viSAla             |     -     |    L2   |     0.011     |    0.012     |
| N2747 |          vfdDadAraka->vfdDadAra          |     -     |    L2   |      0.01     |    0.011     |
|  N454 |            sukARqaka->sukARqa            |     -     |    L2   |      0.01     |    0.012     |
| N2148 |          lohakiwwaka->lohakiwwa          |     -     |    L2   |      0.01     |    0.012     |
|  N455 |               colaka->cola               |     -     |    L2   |     0.009     |     0.01     |
| N2749 |           pUyAlasaka->pUyAlasa           |     -     |    L2   |      0.01     |    0.011     |
| N1346 |             viDAraka->viDAra             |     -     |    L2   |     0.009     |     0.01     |
| N2748 |          BUkadambaka->BUkadamba          |     -     |    L2   |     0.009     |    0.011     |
| N1347 |               caRaka->caRa               |     -     |    L2   |     0.008     |     0.01     |
|  N379 |             AmrAtaka->AmrAta             |     -     |    L2   |     0.012     |    0.012     |
|  N378 |           sAMvartaka->saMvarta           |     -     |    L1   |     0.014     |    0.013     |
|  N371 |              daMSaka->daMSa              |     -     |    L2   |      0.01     |    0.012     |
|  N370 |               GAtaka->GAta               |     -     |    L2   |     0.012     |    0.012     |
|  N373 |               Amraka->Amra               |     -     |    L2   |     0.012     |    0.012     |
|  N372 |            devAntaka->devAnta            |     -     |    L2   |      0.01     |    0.012     |
|  N375 |           viparItaka->viparIta           |     -     |    L2   |      0.01     |    0.012     |
|  N374 |               Amraka->amra               |     -     |    L1   |     0.018     |    0.014     |
|  N377 |           sAMvartaka->sAMvarta           |     -     |    L2   |     0.012     |    0.012     |
|  N376 |              savyaka->savya              |     -     |    L2   |      0.01     |    0.012     |
| N2295 |                Eqaka->eqa                |     -     |    L1   |     0.016     |    0.014     |
| N3093 |               pOzaka->pOza               |     -     |    L2   |     0.012     |    0.012     |
|  N393 |               kAWaka->kAWa               |     -     |    L2   |     0.012     |    0.012     |
|  N392 |               kAWaka->kaWa               |     -     |    L1   |     0.018     |    0.014     |
|  N391 |              prAsaka->prAsa              |     L2    |    L2   |     0.012     |    0.012     |
|  N390 |             saMjYaka->saMjYa             |     -     |    L2   |      0.01     |    0.012     |
|  N397 |          kuRqagolaka->kuRqagola          |     -     |    L2   |      0.01     |    0.012     |
|  N396 |            avaboDaka->avaboDa            |     -     |    L2   |      0.01     |    0.012     |
|  N395 |               jIkaka->jIka               |     -     |    L2   |      0.01     |    0.012     |
|  N394 |          parivatsaka->parivatsa          |     -     |    L2   |      0.01     |    0.012     |
|  N399 |              vrataka->vrata              |     -     |    L2   |     0.011     |    0.012     |
|  N398 |      mfdaNgayantraka->mfdaNgayantra      |     -     |    L2   |      0.01     |    0.012     |
|  N895 |            karamBaka->karamBa            |     -     |    L2   |      0.01     |    0.011     |
| N2309 |             apArTaka->apArTa             |     -     |    L2   |      0.01     |    0.012     |
| N2308 |              ABAsaka->ABAsa              |     -     |    L2   |     0.012     |    0.012     |
| N2301 |             hArItaka->harIta             |     -     |    L1   |     0.016     |    0.014     |
| N2300 |             hArItaka->hArIta             |     -     |    L2   |     0.012     |    0.012     |
| N2303 |       vanabIjapUraka->vanabIjapUra       |     -     |    L2   |      0.01     |    0.012     |
| N2302 |            vijfmBaka->vijfmBa            |     -     |    L2   |      0.01     |    0.012     |
| N2305 |       hEraRyagarBaka->hEraRyagarBa       |     -     |    L2   |     0.012     |    0.012     |
| N2304 |             prajYaka->prajYa             |     -     |    L2   |     0.011     |    0.012     |
| N2307 |          kAntalohaka->kAntaloha          |     -     |    L2   |     0.012     |    0.012     |
| N2306 |       hEraRyagarBaka->hiraRyagarBa       |     -     |    L1   |     0.018     |    0.014     |
| N2746 |          kucikarRaka->kucikarRa          |     -     |    L2   |      0.01     |    0.011     |
|  N245 |         hfdyaganDaka->hfdyaganDa         |     -     |    L2   |      0.01     |    0.012     |
|  N244 |         vAraRAvataka->vAraRAvata         |     -     |    L2   |     0.012     |    0.012     |
|  N247 |             vadanaka->vadana             |     -     |    L2   |      0.01     |    0.012     |
|  N246 |           OpADyAyaka->upADyAya           |     L2    |    L1   |     0.014     |    0.013     |
|  N241 |             sabIjaka->sabIja             |     -     |    L2   |      0.01     |    0.012     |
|  N240 |             akAryaka->akArya             |     -     |    L2   |      0.01     |    0.012     |
|  N243 |        brahmadaRqaka->brahmadaRqa        |     -     |    L2   |     0.011     |    0.012     |
|  N242 |           upavizwaka->upavizwa           |     -     |    L2   |      0.01     |    0.012     |
|  N249 |              sozRaka->sozRa              |     -     |    L2   |      0.01     |    0.012     |
|  N248 |            saMDAyaka->saMDAya            |     -     |    L2   |      0.01     |    0.012     |
| N2275 |          aNgamardaka->aNgamarda          |     -     |    L2   |      0.01     |    0.011     |
| N2274 |            visPowaka->visPowa            |     -     |    L2   |      0.01     |    0.012     |
| N2277 |               SAsaka->Sasa               |     -     |    L1   |     0.018     |    0.013     |
| N2276 |               SAsaka->SAsa               |     -     |    L2   |     0.011     |    0.012     |
| N2271 |               yUzaka->yUza               |     -     |    L2   |      0.01     |    0.012     |
| N2270 |          dIrGaSUkaka->dIrGaSUka          |     -     |    L2   |      0.01     |    0.012     |
| N2273 |          bIjapuzpaka->bIjapuzpa          |     -     |    L2   |      0.01     |    0.012     |
| N2272 |            aDimAsaka->aDimAsa            |     -     |    L2   |      0.01     |    0.012     |
| N2279 |           parimARaka->parimARa           |     -     |    L2   |      0.01     |    0.011     |
| N2278 |              varjaka->varja              |     -     |    L2   |      0.01     |    0.011     |
| N2337 |              campaka->campa              |     -     |    L2   |     0.009     |     0.01     |
| N2198 |      ganDarvahastaka->ganDarvahasta      |     -     |    L2   |      0.01     |    0.012     |
| N2459 |               mUQaka->mUQa               |     -     |    L2   |      0.01     |    0.012     |
| N2458 |               raTaka->raTa               |     -     |    L2   |      0.01     |    0.011     |
| N2455 |            kASmIraka->kaSmIra            |     -     |    L1   |     0.018     |    0.013     |
| N2454 |            kASmIraka->kASmIra            |     -     |    L2   |     0.012     |    0.012     |
| N2457 |               hIraka->hIra               |     -     |    L2   |      0.01     |    0.012     |
| N2456 |       snigDapattraka->snigDapattra       |     -     |    L2   |      0.01     |    0.011     |
| N2451 |           viSrAntaka->viSrAnta           |     -     |    L2   |      0.01     |    0.012     |
| N2450 |             sendraka->sendra             |     -     |    L2   |      0.01     |    0.012     |
| N2453 |      kacCapayantraka->kacCapayantra      |     -     |    L2   |      0.01     |    0.012     |
| N2452 |           ketumAlaka->ketumAla           |     -     |    L2   |      0.01     |    0.012     |
|  N179 |              snAtaka->snAta              |     -     |    L2   |     0.011     |    0.012     |
|  N178 |       puzpaniryAsaka->puzpaniryAsa       |     -     |    L2   |      0.01     |    0.012     |
|  N177 |             prArTaka->prArTa             |     -     |    L2   |     0.012     |    0.012     |
|  N176 |            rohantaka->rohanta            |     -     |    L2   |      0.01     |    0.012     |
|  N175 |           vanarAjaka->vanarAja           |     -     |    L2   |      0.01     |    0.012     |
