+---	Results for Step 2 part 2	---+


Results as compiled on 22-08-2016 23:28


+-----------+-----+--------+
|   Detail  |  L1 |   L2   |
+-----------+-----+--------+
| Precision | 0.0 | 100.0  |
|   Recall  |  -  | 16.363 |
|  Accuracy |  => | 16.363 |
+-----------+-----+--------+

+-------+-----------------------------------+-----------+---------+---------------+--------------+
|  Node |              Mapping              | Goldlabel | Predict | L1 confidence | L2confidence |
|  N106 |          kirIwin->kirIwI          |     -     |    -    |       -       |      -       |
|  N107 |          kavalin->kavala          |     -     |    -    |       -       |      -       |
|  N104 |        aBikANkzin->aBikANkz       |     -     |    -    |       -       |      -       |
|  N105 |          kirIwin->kirIwa          |     -     |    -    |       -       |      -       |
| N2046 |           cEtrin->cEtrA           |     -     |    L1   |     0.077     |    0.035     |
| N2047 |           cEtrin->cEtri           |     -     |    L1   |     0.077     |    0.035     |
| N2044 |          avagAhin->avagAh         |     -     |    L1   |     0.072     |    0.061     |
| N2045 |           cEtrin->cEtra           |     -     |    L2   |      0.06     |    0.075     |
| N2042 |      muKaprekzin->muKaprekza      |     -     |    L2   |     0.053     |    0.083     |
| N2043 |         avagAhin->avagAha         |     L1    |    L2   |     0.068     |    0.082     |
| N2040 |           udakin->udaka           |     -     |    L2   |     0.048     |    0.084     |
| N2041 |            udakin->udak           |     -     |    L1   |     0.072     |    0.061     |
| N2048 |           cEtrin->cEtrI           |     -     |    L1   |     0.077     |    0.034     |
| N2049 |          nicayin->nicaya          |     L1    |    L2   |     0.068     |    0.083     |
| N1372 |          vizARin->vizARI          |     -     |    L1   |     0.077     |    0.029     |
| N2737 |           padmin->padmI           |     -     |    L1   |     0.071     |    0.063     |
| N2038 |            tArin->tArA            |     -     |    L1   |     0.078     |    0.033     |
| N2836 |         JarJarin->JarJara         |     L2    |    L2   |      0.05     |    0.084     |
| N1001 |           Jillin->JillI           |     -     |    L1   |     0.078     |    0.027     |
| N1210 |            balin->balA            |     -     |    L1   |     0.073     |    0.054     |
| N1375 |           samAsin->samAs          |     -     |    L1   |     0.074     |    0.058     |
| N2688 |        UrmimAlin->UrmimAlA        |     -     |    L1   |     0.077     |    0.038     |
| N2689 |      uttaravAdin->uttaravAdI      |     -     |    L1   |     0.072     |    0.064     |
| N2684 |          varUTin->varUTa          |     -     |    L2   |     0.055     |    0.083     |
| N2685 |            kampin->kamp           |     -     |    L1   |     0.392     |    0.053     |
| N2686 |           kampin->kampa           |     L1    |    L2   |     0.068     |    0.082     |
| N2687 |           kampin->kampA           |     -     |    L1   |     0.072     |    0.063     |
| N2680 |        mahABogin->mahABoga        |     -     |    L2   |     0.034     |    0.085     |
| N1655 |            Gawin->Gawa            |     -     |    L2   |     0.047     |    0.084     |
| N2682 |         apavAdin->apavAda         |     -     |    L2   |     0.035     |    0.085     |
| N2683 |         apavAdin->apavAdI         |     -     |    L1   |     0.078     |    0.036     |
| N1374 |          samAsin->samAsa          |     -     |    L2   |     0.051     |    0.084     |
|  N99  |           caRqin->caRqA           |     -     |    -    |       -       |      -       |
|  N91  |            kawin->kawi            |     -     |    -    |       -       |      -       |
|  N93  |       pIWasarpin->pIWasarpa       |     -     |    L2   |     0.049     |    0.084     |
|  N92  |            kawin->kawI            |     -     |    -    |       -       |      -       |
|  N95  |           Srutin->Sruta           |     -     |    -    |       -       |      -       |
|  N94  |     vayaHstamBin->vayaHstamBa     |     -     |    -    |       -       |      -       |
|  N97  |          sAhasin->sAhasa          |     -     |    L2   |     0.035     |    0.532     |
|  N96  |           Srutin->Sruti           |     -     |    -    |       -       |      -       |
| N1623 |         pAzaRqin->pAzaRqa         |     -     |    L2   |      0.06     |    0.075     |
| N1622 |        DUmaveDin->DUmaveDa        |     -     |    L2   |     0.053     |    0.084     |
| N1621 |            hAsin->hAsa            |     -     |    L2   |     0.062     |    0.076     |
| N1620 |          vileKin->vileKA          |     -     |    L1   |     0.078     |    0.026     |
| N1627 |         aBinandin->aBinand        |     -     |    L1   |     0.071     |    0.063     |
| N1626 |        aBinandin->aBinandA        |     -     |    L1   |     0.071     |    0.063     |
| N1625 |        aBinandin->aBinanda        |     L1    |    L2   |     0.068     |    0.082     |
| N1624 |         pAzaRqin->pAzaRqI         |     -     |    L1   |     0.072     |    0.062     |
| N1999 |            vedin->vedI            |     -     |    L1   |     0.076     |     0.03     |
| N1998 |            vedin->vedi            |     -     |    L1   |     0.076     |    0.031     |
| N1629 |       ganDavAhin->ganDavAha       |     -     |    L2   |     0.053     |    0.083     |
| N1377 |       visaMvAdin->visaMvAda       |     -     |    L2   |     0.051     |    0.083     |
| N2860 |         aDyAtmin->aDyAtmA         |     -     |    L1   |     0.072     |    0.062     |
| N2861 |            gATin->gATa            |     -     |    L2   |      0.06     |    0.075     |
| N2862 |            gATin->gATA            |     -     |    L1   |     0.078     |    0.028     |
| N2863 |            gATin->gATi            |     -     |    L1   |     0.077     |    0.029     |
|  N559 |           apAyin->apAya           |     -     |    -    |       -       |      -       |
|  N558 |            stanin->stan           |     -     |    -    |       -       |      -       |
| N2866 |       tIrTasevin->tIrTasevA       |     -     |    L1   |     0.072     |    0.064     |
| N2867 |       tIrTasevin->tIrTasevI       |     -     |    L1   |     0.072     |    0.064     |
|  N554 |           AyoDin->AyoDa           |     -     |    L2   |      0.06     |    0.074     |
|  N556 |             dAnin->dAn            |     -     |    L1   |     0.076     |    0.032     |
|  N551 |        anutsekin->anutseka        |     -     |    -    |       -       |      -       |
|  N550 |          vigarhin->vigarh         |     -     |    -    |       -       |      -       |
|  N553 |        prahlAdin->prahlAdI        |     -     |    -    |       -       |      -       |
|  N552 |        prahlAdin->prahlAda        |     -     |    -    |       -       |      -       |
| N2744 |          pInasin->pInasA          |     -     |    L1   |     0.077     |     0.04     |
| N1439 |        adaMzwrin->adaMzwra        |     -     |    L2   |     0.035     |    0.085     |
| N1199 |          hutASin->hutASa          |     -     |    L2   |     0.036     |    0.085     |
| N1198 |            arcin->arci            |     -     |    L1   |     0.077     |     0.04     |
| N1191 |            jIvin->jIva            |     -     |    L2   |     0.009     |    0.864     |
| N1190 |             jIvin->jIv            |     -     |    L1   |     0.982     |     0.0      |
| N1193 |            jIvin->jIvi            |     -     |    L1   |     0.078     |    0.026     |
| N1192 |            jIvin->jIvA            |     -     |    L1   |     0.078     |    0.026     |
| N1195 |             arcin->arc            |     -     |    L1   |     0.771     |    0.019     |
| N1194 |            jIvin->jIvI            |     -     |    L1   |     0.078     |    0.026     |
| N1197 |            arcin->arcA            |     -     |    L1   |     0.078     |    0.039     |
| N1196 |            arcin->arca            |     L1    |    L2   |     0.072     |     0.08     |
| N1759 |         saMyamin->saMyama         |     -     |    L2   |     0.046     |    0.084     |
| N1758 |             kIwin->kIw            |     -     |    L1   |     0.078     |    0.027     |
| N1757 |            kIwin->kIwa            |     L1    |    L2   |     0.068     |    0.082     |
| N1756 |           spandin->spand          |     -     |    L1   |     0.074     |    0.053     |
| N1755 |          spandin->spanda          |     L1    |    L2   |     0.069     |    0.082     |
| N1754 |       vAgvilAsin->vAgvilAsa       |     -     |    L2   |     0.058     |    0.073     |
| N1753 |         upaveSin->upaveSi         |     -     |    L1   |     0.073     |    0.053     |
| N1752 |         upaveSin->upaveSa         |     -     |    L2   |     0.046     |    0.084     |
| N1751 |         pramehin->prameha         |     -     |    L2   |     0.047     |    0.084     |
| N1750 |             Satin->Sat            |     -     |    L1   |     0.073     |    0.053     |
| N1177 |        vizaGAtin->vizaGAta        |     -     |    L2   |     0.042     |    0.084     |
| N1176 |            dehin->deha            |     -     |    L2   |     0.025     |    0.663     |
| N1175 |        saMnyAsin->saMnyAsI        |     -     |    L1   |     0.075     |    0.046     |
| N1174 |        saMnyAsin->saMnyAsa        |     -     |    L2   |     0.041     |    0.084     |
| N1173 |        praskandin->praskand       |     -     |    L1   |     0.075     |    0.047     |
| N1172 |       praskandin->praskandI       |     -     |    L1   |     0.075     |    0.047     |
| N1171 |       praskandin->praskanda       |     L1    |    L2   |     0.071     |    0.082     |
| N1170 |          apUrvin->apUrvI          |     -     |    L1   |     0.076     |    0.044     |
| N1179 |         prahAsin->prahAsI         |     -     |    L1   |     0.075     |     0.05     |
| N1178 |         prahAsin->prahAsa         |     -     |    L2   |     0.044     |    0.085     |
|  N511 |           dvezin->dvezI           |     -     |    -    |       -       |      -       |
|  N510 |           dvezin->dveza           |     -     |    -    |       -       |      -       |
|  N513 |         PiraNgin->PiraMga         |     -     |    -    |       -       |      -       |
| N1285 |            halin->halI            |     -     |    L1   |     0.073     |    0.057     |
| N1284 |            halin->hali            |     -     |    L1   |     0.073     |    0.057     |
| N1287 |         daMzwrin->daMzwrI         |     -     |    L1   |     0.072     |    0.058     |
|  N512 |          vArakin->vAraka          |     -     |    L2   |     0.043     |    0.437     |
| N1281 |             halin->hal            |     -     |    L1   |     0.455     |    0.047     |
| N1280 |           BrAmin->BrAma           |     -     |    L2   |      0.06     |    0.073     |
| N1283 |            halin->halA            |     -     |    L1   |     0.073     |    0.058     |
|  N879 |       SanErmehin->SanErmeha       |     -     |    L2   |     0.054     |    0.083     |
| N1289 |        anASramin->anASrama        |     -     |    L2   |     0.052     |    0.082     |
| N1288 |            dEvin->dEva            |     -     |    L2   |     0.059     |    0.073     |
|  N514 |           BaNgin->BaNga           |     -     |    -    |       -       |      -       |
| N1579 |        jalaSAyin->jalaSAyI        |     -     |    L1   |     0.073     |    0.058     |
| N1578 |      jImUtavAhin->jImUtavAhI      |     -     |    L1   |     0.073     |    0.058     |
|  N689 |           pUrvin->pUrvA           |     -     |    L1   |     0.077     |    0.034     |
|  N688 |           pUrvin->pUrva           |     -     |    L2   |      0.04     |    0.461     |
|  N685 |         atiSaNkin->atiSaNk        |     -     |    L1   |     0.073     |    0.057     |
|  N684 |        atiSaNkin->atiSaNkA        |     -     |    L1   |     0.073     |    0.057     |
|  N687 |          viwapin->viwapI          |     -     |    L1   |     0.073     |    0.057     |
|  N686 |          viwapin->viwapa          |     -     |    L2   |     0.038     |    0.484     |
|  N681 |          aByAsin->aByAsa          |     -     |    L2   |     0.051     |    0.083     |
|  N680 |          saMjYin->saMjYA          |     -     |    L1   |     0.073     |    0.058     |
|  N683 |      samayaBedin->samayaBeda      |     -     |    L2   |     0.051     |    0.083     |
|  N682 |         ekadeSin->ekadeSa         |     -     |    L2   |      0.05     |    0.082     |
| N1226 |        anavekzin->anavekza        |     -     |    L2   |     0.044     |    0.084     |
|  N621 |            prARin->prAR           |     -     |    L1   |     0.078     |    0.033     |
|  N873 |            hArin->hAra            |     -     |    L2   |     0.061     |    0.075     |
| N1224 |       meGAnandin->meGAnandI       |     -     |    L1   |     0.073     |    0.056     |
| N1223 |       meGAnandin->meGAnandA       |     -     |    L1   |     0.073     |    0.056     |
| N1222 |       meGAnandin->meGAnanda       |     -     |    L2   |     0.049     |    0.083     |
| N2741 |         saMkocin->saMkoca         |     -     |    L2   |     0.038     |    0.085     |
| N1221 |        surAmehin->surAmeha        |     -     |    L2   |     0.052     |    0.083     |
| N2740 |           garDin->garDa           |     L1    |    L2   |     0.068     |    0.081     |
| N1220 |          sampadin->sampad         |     -     |    L1   |     0.073     |    0.058     |
| N2743 |          pInasin->pInasa          |     -     |    L2   |     0.046     |    0.084     |
|  N407 |       taqinmAlin->taqinmAlA       |     -     |    -    |       -       |      -       |
|  N406 |          meKalin->meKala          |     -     |    -    |       -       |      -       |
|  N405 |             rUpin->rUp            |     -     |    L1   |     0.078     |    0.028     |
|  N404 |            rUpin->rUpA            |     -     |    L1   |     0.078     |    0.028     |
|  N403 |            rUpin->rUpa            |     -     |    L1   |     0.781     |     0.02     |
|  N402 |            kAlin->kAlI            |     -     |    L1   |     0.078     |    0.026     |
|  N401 |            kAlin->kAlA            |     -     |    L1   |     0.078     |    0.026     |
|  N400 |            kAlin->kAla            |     -     |    L1   |     0.394     |    0.052     |
| N1379 |            varRin->varR           |     -     |    L1   |     0.477     |    0.046     |
| N1378 |            asrin->asra            |     -     |    L2   |     0.051     |    0.084     |
| N1342 |        vikarAlin->vikarAlA        |     -     |    L1   |     0.072     |    0.063     |
|  N409 |        aMSumAlin->aMSumAlA        |     -     |    -    |       -       |      -       |
|  N408 |         matsarin->matsara         |     -     |    -    |       -       |      -       |
|  N453 |         kuntalin->kuntalI         |     -     |    -    |       -       |      -       |
| N2747 |         prasArin->prasAra         |     -     |    L2   |      0.04     |    0.085     |
|  N454 |           sUtrin->sUtra           |     -     |    L2   |     0.026     |    0.654     |
| N2148 |             alin->ali             |     -     |    L1   |     0.078     |    0.037     |
|  N455 |           sUtrin->sUtrA           |     -     |    L1   |     0.077     |    0.033     |
| N2749 |        aSvasAdin->aSvasAda        |     -     |    L2   |     0.039     |    0.086     |
| N1346 |    arTasambanDin->arTasambanDa    |     -     |    L2   |     0.049     |    0.084     |
| N2748 |         gARqIvin->gARqIva         |     -     |    L2   |     0.053     |    0.069     |
|  N379 |        pariSaNkin->pariSaNk       |     -     |    -    |       -       |      -       |
|  N378 |       pariSaNkin->pariSaNkA       |     -     |    -    |       -       |      -       |
|  N371 |        bAhuSAlin->bAhuSAlI        |     -     |    L1   |     0.078     |    0.032     |
|  N370 |        bAhuSAlin->bAhuSAla        |     -     |    L2   |      0.06     |    0.074     |
|  N373 |             BUzin->BUz            |     -     |    L1   |     0.078     |    0.026     |
|  N372 |            BUzin->BUzA            |     -     |    L1   |     0.078     |    0.028     |
|  N375 |           vyAjin->vyAjI           |     -     |    L1   |     0.078     |     0.03     |
|  N374 |           vyAjin->vyAja           |     -     |    L2   |      0.06     |    0.074     |
|  N377 |       AtmatyAgin->AtmatyAgI       |     -     |    L1   |     0.071     |    0.061     |
|  N376 |       AtmatyAgin->AtmatyAga       |     -     |    L2   |      0.06     |    0.074     |
| N2295 |            jAjin->jAjI            |     -     |    L1   |     0.078     |    0.027     |
|  N393 |         aDirohin->aDiroha         |     -     |    -    |       -       |      -       |
|  N392 |        candrakin->candrakI        |     -     |    -    |       -       |      -       |
|  N391 |        candrakin->candraka        |     -     |    -    |       -       |      -       |
|  N390 |            naKin->naKI            |     -     |    -    |       -       |      -       |
|  N397 |         dunduBin->dunduBI         |     -     |    -    |       -       |      -       |
|  N396 |         dunduBin->dunduBi         |     -     |    -    |       -       |      -       |
|  N395 |         dunduBin->dunduBa         |     -     |    -    |       -       |      -       |
|  N394 |         aDirohin->aDirohI         |     -     |    -    |       -       |      -       |
|  N399 |     vedAntavAdin->vedAntavAda     |     -     |    -    |       -       |      -       |
|  N398 |         atiSayin->atiSaya         |     -     |    -    |       -       |      -       |
|  N895 |          kzveqin->kzveqa          |     -     |    L2   |      0.05     |    0.082     |
| N2309 |            kekin->kekI            |     -     |    L1   |     0.078     |    0.027     |
| N2308 |            kekin->kekA            |     -     |    L1   |     0.078     |    0.028     |
| N2301 |         vicCedin->vicCeda         |     -     |    L2   |     0.046     |    0.084     |
| N2300 |          vikArin->vikArA          |     -     |    L1   |     0.078     |    0.033     |
| N2303 |          upajIvin->upajIv         |     -     |    L1   |     0.073     |    0.053     |
| N2302 |         upajIvin->upajIva         |     L1    |    L2   |     0.068     |    0.084     |
| N2305 |         aBiSaNkin->aBiSaNk        |     -     |    L1   |     0.073     |    0.053     |
| N2304 |        aBiSaNkin->aBiSaNkA        |     -     |    L1   |     0.074     |    0.053     |
| N2307 |          SarIrin->SarIrI          |     -     |    L1   |     0.073     |    0.054     |
| N2306 |          SarIrin->SarIra          |     -     |    L2   |     0.047     |    0.084     |
| N2746 |         apacArin->apacAra         |     -     |    L2   |     0.039     |    0.085     |
|  N245 |            rAgin->rAga            |     -     |    L2   |     0.059     |    0.073     |
|  N244 |         anuyAyin->anuyAyI         |     -     |    -    |       -       |      -       |
|  N247 |      mahApAtakin->mahApAtaka      |     -     |    -    |       -       |      -       |
|  N246 |            rAgin->rAgi            |     -     |    L1   |     0.077     |    0.033     |
|  N241 |           kaRwin->kaRwI           |     -     |    -    |       -       |      -       |
|  N240 |           kaRwin->kaRwa           |     -     |    -    |       -       |      -       |
|  N243 |         prarohin->praroha         |     -     |    -    |       -       |      -       |
|  N242 |            kaRwin->kaRw           |     -     |    -    |       -       |      -       |
|  N249 |         anukArin->anukArI         |     -     |    -    |       -       |      -       |
|  N248 |         anukArin->anukAra         |     -     |    -    |       -       |      -       |
| N2275 |      baliDvaMsin->baliDvaMsI      |     -     |    L1   |     0.074     |    0.056     |
| N2274 |           barhin->barhi           |     -     |    L1   |     0.072     |     0.06     |
| N2277 |          vAlukin->vAlukA          |     -     |    L1   |     0.078     |     0.03     |
| N2276 |          vAlukin->vAluka          |     -     |    L2   |     0.058     |    0.072     |
| N2271 |           rukmin->rukmI           |     -     |    L1   |     0.077     |    0.035     |
| N2270 |           rukmin->rukmi           |     -     |    L1   |     0.077     |    0.035     |
| N2273 |           barhin->barha           |     L1    |    L2   |     0.068     |    0.081     |
| N2272 |            barhin->barh           |     -     |    L1   |     0.418     |     0.05     |
| N2279 |          vAlukin->vAlukI          |     -     |    L1   |     0.078     |     0.03     |
| N2278 |          vAlukin->vAluki          |     -     |    L1   |     0.078     |    0.031     |
| N2337 |          nakulin->nakula          |     -     |    L2   |     0.048     |    0.083     |
| N2198 |       pravilambin->pravilamb      |     -     |    L1   |     0.071     |    0.062     |
| N2459 |            Bojin->BojA            |     -     |    L1   |     0.078     |    0.027     |
| N2458 |            Bojin->Boja            |     -     |    L2   |     0.044     |    0.084     |
| N2455 |            vAcin->vAcI            |     -     |    L1   |     0.078     |    0.028     |
| N2454 |            vAcin->vAcA            |     -     |    L1   |     0.078     |    0.028     |
| N2457 |        maDumehin->maDumeha        |     -     |    L2   |     0.044     |    0.084     |
| N2456 |             vAcin->vAc            |     -     |    L1   |     0.078     |    0.028     |
| N2451 |           Agamin->Agama           |     L1    |    L2   |     0.069     |    0.083     |
| N2450 |          kavacin->kavaca          |     -     |    L2   |     0.046     |    0.084     |
| N2453 |            vAcin->vAca            |     -     |    L2   |     0.057     |    0.072     |
| N2452 |            Agamin->Agam           |     -     |    L1   |     0.074     |    0.052     |
|  N179 |         vyApArin->vyApAra         |     -     |    L1   |     0.787     |     0.02     |
|  N178 |          aSilpin->aSilpa          |     -     |    -    |       -       |      -       |
|  N177 |            cAlin->cAla            |     -     |    L2   |     0.053     |    0.068     |
|  N176 |         kArmukin->kArmuka         |     -     |    L2   |     0.054     |    0.069     |
|  N175 |      aTarvavedin->aTarvaveda      |     -     |    -    |       -       |      -       |
|  N174 |          marIcin->marIcI          |     -     |    -    |       -       |      -       |
|  N173 |          marIcin->marIca          |     -     |    -    |       -       |      -       |
|  N172 |            sIrin->sIra            |     -     |    L2   |     0.018     |    0.783     |
|  N171 |           ulUpin->ulUpI           |     -     |    -    |       -       |      -       |
|  N170 |           ulUpin->ulUpa           |     -     |    -    |       -       |      -       |
| N2051 |         valkalin->valkala         |     -     |    L2   |     0.051     |    0.082     |
| N1502 |     parivikrayin->parivikraya     |     -     |    L2   |     0.047     |    0.083     |
| N2053 |         valkalin->valkalI         |     -     |    L1   |     0.071     |     0.06     |
| N2052 |         valkalin->valkalA         |     -     |    L1   |     0.071     |     0.06     |
| N2055 |         taraMgin->taraMgA         |     -     |    L1   |     0.071     |    0.061     |
| N2054 |         taraMgin->taraMga         |     -     |    L2   |     0.051     |    0.083     |
| N2057 |           rikTin->rikTa           |     -     |    L2   |     0.052     |    0.082     |
| N1503 |         dvitIyin->dvitIya         |     -     |    L2   |     0.045     |    0.083     |
| N2059 |           Cadmin->CadmA           |     -     |    L1   |     0.071     |    0.061     |
| N2058 |           Cadmin->Cadma           |     -     |    L2   |      0.05     |    0.083     |
| N1500 |        mahAmAlin->mahAmAla        |     -     |    L2   |     0.046     |    0.083     |
| N1501 |         samBogin->samBoga         |     -     |    L2   |     0.047     |    0.083     |
| N1506 |         nirGAtin->nirGAta         |     -     |    L2   |     0.047     |    0.083     |
| N1507 |         vyavAyin->vyavAya         |     -     |    L2   |     0.046     |    0.083     |
| N1367 |           vaMSin->vaMSI           |     -     |    L1   |     0.074     |    0.054     |
| N1505 |         avalambin->avalamb        |     -     |    L1   |     0.074     |    0.052     |
| N2157 |            recin->recI            |     -     |    L1   |     0.077     |    0.032     |
| N1227 |        anavekzin->anavekzA        |     -     |    L1   |     0.074     |     0.05     |
| N1977 |         avivAdin->avivAda         |     -     |    L2   |      0.05     |    0.082     |
| N2699 |       apariRAmin->apariRAma       |     -     |    L2   |     0.053     |    0.082     |
| N1976 |           samIrin->samIr          |     -     |    L1   |     0.073     |    0.058     |
| N2697 |             paRin->paR            |     -     |    L1   |     0.071     |     0.06     |
| N2696 |            paRin->paRi            |     -     |    L1   |     0.071     |     0.06     |
| N2695 |            paRin->paRa            |     -     |    L1   |     0.427     |     0.05     |
|  N659 |       mahAnandin->mahAnanda       |     -     |    -    |       -       |      -       |
| N2693 |        saMgrahin->saMgrahI        |     -     |    L1   |     0.071     |    0.063     |
| N1975 |          samIrin->samIra          |     L1    |    L2   |      0.07     |     0.08     |
| N2691 |          hevAkin->hevAka          |     -     |    L2   |     0.052     |    0.082     |
| N2690 |            kopin->kopa            |     -     |    L2   |     0.051     |    0.083     |
| N2405 |      vyavacCedin->vyavacCeda      |     -     |    L2   |      0.05     |    0.082     |
| N1974 |        vArdDuzin->vArdDuzI        |     -     |    L1   |     0.077     |    0.032     |
| N1973 |        vArdDuzin->vArdDuzi        |     -     |    L1   |     0.076     |    0.036     |
| N1972 |        vArdDuzin->vArdDuza        |     -     |    L2   |     0.056     |     0.07     |
| N1971 |         aBiGAtin->aBiGAtI         |     -     |    L1   |     0.073     |    0.055     |
| N1970 |         aBiGAtin->aBiGAta         |     -     |    L2   |     0.043     |    0.083     |
| N1968 |           vfttin->vftti           |     -     |    L1   |     0.077     |    0.028     |
| N1969 |         amantrin->amantra         |     -     |    L2   |     0.045     |    0.083     |
