Node(Unlabel),GoldLabel,Predicted,L1Score,L2Score,#1st nb L1,#1st nb L2,#2nd nb L1,#2nd nb L2,#3rd nb L1,#3rd nb L2
N617,L1,L2,0,188807.625,0,110,0,206127,0,0
N3432,L1,L2,0,97992.75,0,60,0,97276,0,0
N1538,L1,L2,0,250624.125,0,149,0,264153,0,0
N280,L1,-,0,20348.75,0,138,0,20912,0,0
N1785,L1,-,0,25034.25,0,139,0,29053,0,0
N449,L1,L2,0,168478.125,0,97,0,184096,0,0
N2324,L1,-,0,26656.75,0,139,0,31715,0,0
N2134,L1,L2,0,110989.625,0,72,0,128032,0,0
N444,L1,-,0,88638.375,0,66,0,105177,0,0
N2321,L1,-,0,26521.0,0,139,0,31504,0,0
N2133,L2,L2,0,111033.0,0,72,0,128072,0,0
N1219,L1,L1,0,23204.0,0,139,0,25909,0,0
N626,L1,-,0,190163.625,0,110,0,207551,0,0
N2192,L1,L2,0,208503.5,0,123,0,214053,0,0
N2191,L1,L2,0,110696.875,0,73,0,127512,0,0
N625,L1,L2,0,189978.125,0,110,0,207349,0,0
N359,L1,-,0,89556.375,0,85,0,105604,0,0
N425,L1,L1,0,20924.25,0,139,0,21945,0,0
N1151,L1,-,0,23025.5,0,139,0,25612,0,0
N352,L1,L1,0,20831.25,0,138,0,21777,0,0
N1929,L1,L1,0,25467.75,0,139,0,29797,0,0
N1157,L2,L2,0,234971.375,0,134,0,249186,0,0
N2614,L1,L2,0,174279.25,0,101,0,177065,0,0
N30,L1,L2,0,113189.75,0,69,0,120129,0,0
N105,L1,L2,0,124384.75,0,75,0,134507,0,0
N1797,L1,L2,0,239183.375,0,138,0,249892,0,0
N1954,L1,-,0,25544.25,0,139,0,29917,0,0
N1793,L1,L1,0,25107.5,0,139,0,29179,0,0
N2250,L1,L1,0,26389.25,0,139,0,31289,0,0
N2618,L1,-,0,27570.5,0,140,0,33164,0,0
N1794,L1,L1,0,25180.25,0,139,0,29304,0,0
N291,L2,L2,0,149167.0,0,87,0,162781,0,0
N2048,L1,L1,0,25839.5,0,139,0,30391,0,0
N2205,L1,L2,0,206932.5,0,122,0,212246,0,0
N2201,L1,-,0,26324.5,0,139,0,31181,0,0
N458,L1,-,0,21112.25,0,139,0,22284,0,0
N2617,L1,-,0,27514.75,0,140,0,33074,0,0
N2537,L1,-,0,27280.5,0,140,0,32707,0,0
N1541,L2,L2,0,250571.625,0,149,0,264080,0,0
N2357,L1,L1,0,26725.25,0,139,0,31819,0,0
N171,L1,L2,0,134395.25,0,78,0,146649,0,0
N636,L1,-,0,21587.0,0,139,0,23116,0,0
N639,L1,-,0,92185.25,0,55,0,110171,0,0
N2185,L1,-,0,26259.25,0,139,0,31072,0,0
N344,L1,L2,0,154860.75,0,91,0,168982,0,0
N134,L1,-,0,19847.5,0,138,0,20022,0,0
N1965,L1,-,0,25615.0,0,139,0,30037,0,0
N226,L1,-,0,19952.5,0,138,0,20202,0,0
N1809,L1,-,0,25253.0,0,139,0,29429,0,0
N3015,L1,L1,0,28729.75,0,142,0,34896,0,0
N2051,L2,L2,0,221451.125,0,129,0,228943,0,0
N3347,L1,L2,0,94867.375,0,52,0,104754,0,0
N2215,L1,L2,0,205767.5,0,122,0,210918,0,0
N3058,L1,L1,0,28869.0,0,143,0,35095,0,0
N2293,L1,-,0,26454.0,0,139,0,31397,0,0
N3051,L1,-,0,28818.5,0,143,0,35028,0,0
N1319,L1,-,0,23632.25,0,139,0,26634,0,0
N1886,L1,-,0,25325.25,0,139,0,29553,0,0
N1762,L1,-,0,24960.5,0,139,0,28926,0,0
N1552,L1,L2,0,250139.375,0,149,0,263475,0,0
N1553,L1,L2,0,250077.375,0,149,0,263397,0,0
N2344,L1,L2,0,195789.0,0,117,0,200028,0,0
N1551,L1,L2,0,114555.5,0,76,0,137766,0,0
N3016,L1,L1,0,28774.5,0,142,0,34963,0,0
N2865,L1,-,0,28391.5,0,142,0,34397,0,0
N2018,L1,L2,0,112136.75,0,75,0,130269,0,0
N1994,L1,L1,0,25767.5,0,139,0,30274,0,0
N2019,L1,L2,0,224294.375,0,131,0,232236,0,0
N404,L1,L2,0,162624.0,0,95,0,177534,0,0
N1608,L1,L2,0,115685.75,0,77,0,139158,0,0
N339,L1,-,0,20730.75,0,138,0,21606,0,0
N1148,L1,L1,0,22850.75,0,139,0,25311,0,0
N120,L1,L2,0,126948.5,0,75,0,137672,0,0
N1243,L1,L2,0,107302.125,0,69,0,129027,0,0
N508,L1,L2,0,174763.625,0,101,0,190851,0,0
N2067,L1,-,0,26053.25,0,139,0,30736,0,0
N2065,L2,L2,0,220623.875,0,129,0,227956,0,0
N2064,L1,-,0,25982.5,0,139,0,30622,0,0
N2063,L1,L1,0,25911.5,0,139,0,30507,0,0
N79,L1,L1,0,19748.25,0,138,0,19841,0,0
N840,L1,L1,0,22317.75,0,139,0,24392,0,0
N1164,L1,L2,0,235351.375,0,134,0,249578,0,0
N1163,L1,L2,0,105777.75,0,65,0,127254,0,0
N1588,L1,-,0,24499.75,0,139,0,28148,0,0
N2087,L1,L2,0,111404.5,0,72,0,128869,0,0
N1263,L1,L2,0,241938.5,0,138,0,256084,0,0
N2081,L1,L2,0,219449.625,0,128,0,226630,0,0
N1346,L1,-,0,23789.5,0,139,0,26917,0,0
N1863,L1,L2,0,235586.125,0,137,0,245334,0,0
N652,L1,-,0,21684.0,0,139,0,23279,0,0
N327,L1,-,0,20636.0,0,138,0,21434,0,0
N154,L2,-,0,131723.0,0,76,0,143523,0,0
N1575,L1,L2,0,249159.125,0,149,0,262198,0,0
N3072,L1,-,0,28968.75,0,143,0,35227,0,0
N1279,L1,-,0,23374.75,0,139,0,26202,0,0
N1278,L1,-,0,23295.25,0,139,0,26056,0,0
N1900,L1,L2,0,114003.875,0,80,0,133935,0,0
N2076,L1,-,0,26126.25,0,139,0,30849,0,0
N2077,L1,L1,0,26193.0,0,139,0,30961,0,0
N2985,L1,L2,0,140108.25,0,82,0,140767,0,0
N1987,L1,L2,0,227506.0,0,133,0,235859,0,0
N1982,L1,L1,0,25691.5,0,139,0,30156,0,0
N854,L1,L2,0,211728.375,0,124,0,226613,0,0
N2568,L1,-,0,27391.75,0,140,0,32892,0,0
N2569,L1,-,0,27453.25,0,140,0,32983,0,0
N811,L2,L2,0,209162.875,0,120,0,224881,0,0
N1293,L1,L1,0,23543.25,0,139,0,26491,0,0
N2361,L1,L1,0,26786.75,0,140,0,31920,0,0
N709,L1,-,0,21774.25,0,139,0,23441,0,0
N89,L1,L2,0,121971.75,0,74,0,131480,0,0
N259,L1,-,0,20057.0,0,138,0,20381,0,0
N1596,L2,L2,0,248252.125,0,148,0,261055,0,0
N2442,L1,L2,0,188480.75,0,111,0,192245,0,0
N2804,L1,L1,0,28182.25,0,141,0,34089,0,0
N2807,L1,-,0,28282.5,0,142,0,34244,0,0
N2806,L1,-,0,28233.0,0,141,0,34168,0,0
N1153,L1,L1,0,23115.0,0,139,0,25761,0,0
N2793,L1,-,0,28070.25,0,141,0,33930,0,0
N144,L1,L2,0,129998.0,0,76,0,141403,0,0
N391,L1,-,0,89142.875,0,77,0,105431,0,0
N1505,L1,L1,0,24264.25,0,139,0,27745,0,0
N3071,L1,L1,0,28919.0,0,143,0,35161,0,0
N1507,L1,L2,0,251698.625,0,150,0,265553,0,0
N1261,L2,L2,0,241847.0,0,138,0,255999,0,0
N1262,L1,L2,0,107992.25,0,71,0,129829,0,0
N3368,L1,-,0,29396.75,0,143,0,35832,0,0
N903,L1,L1,0,22496.75,0,139,0,24701,0,0
N1913,L1,L1,0,25397.0,0,139,0,29676,0,0
N51,L2,-,0,93150.125,0,169,0,106634,0,0
N2799,L1,-,0,28126.5,0,141,0,34010,0,0
N2317,L1,L2,0,109663.875,0,71,0,125666,0,0
N2555,L1,-,0,27335.0,0,140,0,32800,0,0
N822,L1,L1,0,22136.5,0,139,0,24079,0,0
N2792,L1,L1,0,28018.5,0,141,0,33849,0,0
N792,L1,L2,0,207776.125,0,118,0,224122,0,0
N2245,L1,L2,0,202769.75,0,120,0,207530,0,0
